ll,T_NDH,T_ND,T_LY,N_A,N_ND,N_Afr,N_Yor,N_Los,N_Nea,N_Den,p_S_D
-143.0443034283723,784681.6305452565,662669.9587933875,61670.11771224024,15919.50550740856,6268.55004829201,30504.69420830311,25476.620589265647,2125.8790809347342,3068.6497571068007,2866.0464468599653,0.0409335342861855
-150.02836823392835,789904.8656332232,595016.5597764282,54108.52097497816,15665.049091030078,10264.713319406546,31868.970408924048,19058.666135975214,1756.6203549832137,2833.237899164286,2651.569896066776,0.0398600697992967
-171.00636903527018,811930.7326523238,616935.720167861,65249.41764182235,15491.146095658623,10591.18121885744,30870.197458774244,31626.838371815527,2442.7473809287176,3034.137472197408,2739.517873978893,0.0336468822757739
-165.3542024125829,796119.0523367762,721108.5661438215,70002.15964547743,15632.972822711732,3932.582962784888,31590.88509127796,22596.849083238907,2474.59601836358,3244.3283500990706,2916.1440994621234,0.0375800280020845
-210.40880403814924,777613.0384498601,697255.601833635,52282.09639197098,16064.10533877845,4050.530750837594,31274.689523890545,16019.69151831028,1769.094037780418,3168.2367780705467,2935.1265853808427,0.0318255321984537
-261.8029565763824,752576.3502581882,658349.6379690642,58612.48944732082,16513.70866669742,5370.466103155914,29919.142412933677,51233.61409762767,2021.4302281923815,3107.5660644849977,2863.460431060664,0.0265398665537302
-145.511241319637,836201.3655450696,668745.1591391172,67749.5486530245,14975.45126756474,8468.693228190652,30922.03323540905,38975.40077194951,2363.3972650439277,3121.7406830741884,2806.781125141717,0.0340545203711833
-185.2861481039262,791359.999039674,686049.246979372,66583.36450565593,15695.703353541783,5284.071378836081,30926.716805954464,31180.787498392176,2567.460239577819,3117.6081754343727,2885.7405260082032,0.0400792944387485
-222.9938212592413,821148.7561556997,558488.6849803149,53174.40738345634,15302.22737883953,14402.046158723088,32356.65637049392,24479.588471961364,1769.8247323708724,2700.303605788858,2703.593153943451,0.0294574320287859
-232.20969034310028,779114.2634101739,678223.4959143111,56037.08610117028,16093.616197466778,5715.357281322233,31210.50819409512,23976.57149628158,2007.4657075738464,3120.6016631195707,2921.153615901112,0.0315384846194936
-256.2189490915136,744599.2383089485,646698.3585617323,54882.36578319418,16686.507386256304,5164.093844607319,29618.509402804037,21289.930007746287,1960.944137891844,3065.4352152254373,2830.6490717809443,0.0309860968730389
-112.61376232136344,763139.9143297927,645352.3605225169,50000.00000000001,16053.839822474736,6520.348143706321,31811.793208105224,18961.50246520023,1730.3198011009824,3054.5173034547697,2841.8237368352748,0.0336419836281133
-182.24264170925107,798315.4901234879,682233.984073434,51632.63499586816,15415.038443651374,5893.59059614707,32271.635521595,26655.523355380024,1538.512347750975,3104.3825341816278,2971.020691124767,0.0403680681026247
-131.65451967832826,768745.9718010719,577534.8144815046,57150.10212053265,16330.74927247784,11234.19630426558,30338.196312832224,48322.14532357831,1909.8147408294117,2826.975658567975,2676.121974054962,0.0338447177819788
-209.05993823919164,782756.5632334371,592744.1546272322,54829.79633151684,16130.34252607388,10700.295513686471,31605.519061992218,23038.96303693681,1724.416278351394,2958.593348928276,2737.528093261425,0.0296066537760553
-228.87339529524976,805091.7984854215,621618.1725810666,71406.21806527853,15475.070801242864,9426.403426685734,31504.483910996125,24986.26120941682,2594.2345877361918,2859.725131033143,2724.522980631728,0.0416505462881687
-207.68938272486747,762691.6105245785,677868.1721278199,60916.25999975022,16280.430922749263,4538.321952246817,30469.101887233144,26414.49540692222,2150.888919788483,3092.5300687632257,2896.53220133231,0.029211854376564
-236.8081173488205,820569.0596402858,647527.463934425,63540.2086907127,15281.879661710724,9547.320539155087,32431.74458953933,16485.885813476318,2194.546148036396,3011.592315012297,2775.4658243302874,0.0284492454626192
-194.81862691808448,793146.8632703403,708888.5723036958,65486.58325951831,15718.956896030975,4197.536076652468,31749.39248396642,28122.542334854497,2447.338632706977,3196.692724334348,2903.69604581918,0.0396852882445419
-225.26116071785063,776206.3779991561,689041.3191722196,59358.40172099311,15881.715865803546,4168.852921369788,31135.29544967119,32135.22468198757,2040.2776749155075,3287.359984134102,2901.7298686283502,0.0486033561564201
-131.50649487294393,768909.711416135,681518.2922199309,55025.00651002897,16335.624952338132,4715.900604705146,31184.329239093597,24669.018556546216,1943.517578198583,3188.688876349928,2928.1563628725244,0.0259409516149223
-162.0474252285827,780685.543654257,654023.3072426919,59419.66451741717,15979.3959505865,6920.500754922527,30349.536037876256,39028.94489221136,2086.3858337044103,3102.3059332557755,2785.805003651733,0.0372602190870532
-261.9327187858187,812095.1967267403,662882.1178085243,50000.0557846866,15442.67224955487,7237.0358770990915,31862.23193090991,19312.97305956132,1626.6750001071664,2978.992283511277,2862.4358784973847,0.0364349077870364
-151.03717939784082,778880.0611570379,683460.7672356176,52425.0038711768,15680.132458007382,5043.033437046713,32024.47173439761,24193.453876935448,1776.0372003983614,3172.816656949794,3001.8141977784044,0.0410709002845743
-245.89019256915893,822876.539112265,732296.7817094715,58533.12408820232,14985.097091606547,5013.430412034606,32166.042409021116,24284.359643431628,2020.1724266300128,3056.728011012289,3019.0577899785635,0.0383747615775253
-175.86931271794356,784383.0330379301,680250.8495016472,50748.6000196024,15722.114321943603,5334.090170866704,31858.654034539257,33692.05092752924,1632.77484648901,3334.7306759027338,2895.298457617115,0.0345906672557541
-131.1774136041816,805799.8643467701,594353.0631966717,57912.43207619739,15460.062118827267,11210.556522154418,32453.388533104488,26183.97823870781,1922.8316291036076,2958.948075346317,2775.786279797121,0.0403566747239462
-309.6179065680317,759788.9184208232,655394.9639681899,50860.49531094949,16405.75177234675,5981.98588373679,31394.464292512574,33420.56953703876,1709.859892586228,2998.757882097417,2882.8343809978105,0.0237338309436578
-196.58066246423004,772003.3603069856,614450.6115678415,59432.85543300303,16153.2254961116,8948.832167488277,31110.80067853085,22421.038901515414,2041.1580140301528,2819.2967768127182,2745.244675397068,0.0355680049999141
-234.4016960347216,793126.167671441,673173.0520201395,56560.89691069104,15714.918942837638,6139.440132629396,32752.69685412667,19770.92957934729,1827.94969139,3012.8271124179323,2948.306990068312,0.0436790406445015
-200.42431752992627,787972.8827788569,669888.0560138295,58325.52637039862,15767.54491513752,5908.529606833931,32031.99944634931,19753.7754794367,1953.3800743487773,3150.905840937942,2802.646639409625,0.0466082678817639
-163.30002438990215,793228.7204060174,642782.4969993079,57245.452532886346,15775.293506894004,7920.459496635189,30462.997198697667,28477.676025349185,1979.256090299899,2842.528995620373,2887.303724945393,0.0335975836028507
-187.3258725313152,787145.6124900146,554990.5665301041,56424.48191671387,15857.227970950516,12989.46445004459,32441.15861113277,20918.46542669597,1777.4020532279114,2755.755838037157,2622.501061449904,0.0332292036339525
-205.455185886823,770813.3581461933,615355.4209098611,50000.00000000001,16128.095219009385,7900.496926250876,32729.68307045142,24164.196394335588,1685.5446886741763,2975.893995641203,2788.0605203862933,0.0352121199947807
-245.17072640378797,799374.8291707316,631570.6001130427,50411.069872167376,15597.055809458683,8356.542152855533,31695.5314757268,23767.128262209342,1646.5933765481784,2950.78787533591,2857.7839183946257,0.0370361947462257
-161.4756832866313,746954.8276657938,614736.5379393011,50000.00000000001,16482.381254996646,7331.1989046199,30777.65487508481,26327.13486013973,1753.3245520262158,2926.131010291905,2806.2539211975977,0.0336744988172994
-78.20545570599604,816674.8943637994,593966.502784499,55466.92879561687,15344.930942002804,12058.64406941752,32358.95600217052,20509.07431079496,1751.8427650817102,2927.8009301847733,2705.8114427950454,0.0336661675461649
-140.81728830923674,823598.6512096543,632189.9274124877,54389.951861819776,15051.105663546408,10360.739595794854,32415.61937057214,31563.984378021338,1965.7964015666605,2939.402147089147,2745.062884725404,0.0372619067109937
-208.6344448578728,821017.3888669203,636524.6361813273,55690.63643766446,15174.019658516834,9014.334911640395,32412.859465790552,38958.5757939077,2009.3113609874797,3006.936673905692,2792.357472512227,0.0400201796830799
-180.6667057673316,786703.4563714905,679570.6509193176,50000.15656453404,15714.309427244763,5856.800574611323,32883.09813897932,18791.455924395308,1625.3120813406545,3105.3694755205715,2914.440354934794,0.0404741562403652
-215.63147755224412,792355.5858630451,689560.7945583418,55386.15936426558,15554.98400088446,5599.474116496674,31639.3933134267,28592.463414331272,1750.3864201627337,3156.166749621564,2997.350400557661,0.0409449949221528
-254.19600798252716,820274.1736983985,647026.3917552022,51768.13532245791,15264.676106672432,9179.002778606318,31856.822176420606,28787.481568687286,1774.3584990778315,2942.6800256547576,2817.337696075202,0.0344750681353558
-323.1267084747718,783819.6603460518,607247.2376440465,54006.00177607343,15897.092612985996,9507.560028326272,31908.455295363347,22597.18531452804,1867.3265668650636,2970.856466996217,2836.760374972437,0.0346409025621488
-179.68023817008077,763963.3526571672,666035.0134637192,54642.121297754114,16153.645557599692,5125.410760835849,31051.01894645131,20665.484045642683,1873.6125226234744,3000.800081967036,2868.478295606452,0.0381316532065418
-191.75074286991097,762396.4682416962,665317.5013402444,62816.503255254975,16230.891860107871,5481.809886719729,30478.268655298223,25398.73795111136,2110.112551385661,3007.2487365437323,2901.016130554596,0.0351108665097541
-127.01702022825404,803649.6788744187,643871.1208886344,63948.02643449117,15850.124731216183,8478.76402790039,31522.373606224857,27243.46979164569,2237.8349502185574,2959.3999405911663,2789.1268462951166,0.0267500767909063
-311.98988949303987,767016.6702599453,660943.6386652745,64512.85054264889,15938.097037120378,5432.313933946784,31700.259690160678,20559.573761794443,2290.027751237688,3117.020852860497,2826.950365870283,0.0338635771012376
-149.63216283322706,809515.7966680817,656037.3464323469,60977.20108929725,15331.66427568344,8060.73397192494,32284.364118185124,23002.3736615006,2087.525756250933,3201.5162742249004,2830.821114368199,0.0406774149014372
-146.67786351508613,806000.6692470473,641683.75026629,50292.8864652153,15475.721569901896,8853.915947274389,32192.41964878316,14412.67492479496,1618.414718235695,2844.180349037489,2781.940258395861,0.0392546232623996
-201.87009091717704,748279.3224473227,679928.7235279775,50824.89178445342,16396.275332981422,3729.082405532608,30875.72526131656,23459.204406061494,1803.1933811635583,3046.5544873417107,2898.3206594875846,0.0346274945763553
-241.6405826624062,796388.8868370078,644236.033823102,52880.60811118933,15632.212489123289,7179.833350911163,32498.684298933127,26801.2169618621,1694.3697355474362,3165.6564450571973,2724.349495206267,0.0414165333730909
-131.49914590569756,795738.0587388317,704020.0781925836,53587.7839015982,15741.339793597244,4534.285221643022,31773.183447861436,23466.338880204963,1954.01420694456,3172.1757270376334,2993.1280267784305,0.0329672023262532
-236.67896375743,735610.5258045966,633987.5761503428,67960.34312112923,16570.163126610296,6130.146679338795,29338.26695795968,22009.93393987257,2391.02060892748,2962.169527343948,2907.468861842888,0.0403736854213547
-256.8914886548964,772772.6065102105,680878.9708648082,53928.20644619461,16069.907083980595,4831.007257481116,30989.26083206094,19527.457461793438,1844.0079491450315,3193.431872006124,2903.3619632442837,0.0317704290563559
-318.2120076184619,779180.5201732076,688283.2742592025,50000.00001262333,16004.76037344782,4544.078622860902,32035.955073288405,17000.780692289576,1648.8225395742295,3061.7743174668594,2936.0015483334905,0.0341211796578716
-168.87946429763355,784611.2912722186,595784.8487546085,56960.21120585535,15782.170935898142,10155.17698428969,31069.47842472425,23657.395729372827,1974.010021653825,2881.288760479575,2733.504319653083,0.0408228771915608
-340.948865088816,791931.835973367,667736.0096546273,58229.68571017793,15798.855676719822,6259.361984333098,31552.348678808044,21496.80245019927,1940.598346841575,3005.6076104841486,2861.396005428175,0.036143795459883
-133.65749046502617,774837.8330679596,609882.1440039992,56125.24357380383,16190.684631227386,8828.456907185491,31840.10759747858,18959.30725081248,1871.3131392299936,2932.787070986498,2712.241638171274,0.033012355551461
-169.50508444200403,761897.9193610671,623511.5613697589,50000.000000001695,16408.679002348777,7760.687608237793,31213.27786683197,17676.739141200727,1659.4286389360575,2881.5761165048298,2720.2561544287228,0.0267962369317958
-162.17598855460565,776975.1079046053,589789.1941838529,58733.98239894839,15975.119234290927,10409.724634238197,31682.80993283456,19952.14105747594,2097.4333848634856,2795.6460460483354,2727.9183402619333,0.0352799891732833
-217.26202358920528,796680.2249245512,558503.5320117736,53382.322605902686,15549.707275849953,13841.604097344729,30916.55607786892,34492.147311467146,1919.1327152347023,2801.557067302224,2626.151531585808,0.0329684598720936
-147.66828844872828,780784.1508177323,589378.3011883186,50926.75284867587,15750.87670360826,10154.871766380436,31392.38037761922,26443.78061855477,1622.7860774523622,2855.5042381159174,2751.959201584581,0.0439813525754393
-230.2267838602028,799149.1766224825,666820.5930565775,59331.05283239328,15423.476904933164,7328.183189275836,32033.919448525896,27273.160746394817,1945.1087395780812,3058.852354160873,2892.55036986788,0.0378946512676542
-131.8827566924999,800214.9391259962,640583.6965898921,72149.48015344264,15579.241763594882,8726.843790008053,31341.08409639236,29991.86715072923,2291.874269178284,3092.009607509708,2838.5937019592184,0.0360689347950665
-229.3257892278154,814633.4765640115,591885.2571493431,71543.82977536634,15400.334305991351,12284.160805711395,32065.05183027712,29664.166166107618,2456.159035774844,2922.648054829901,2771.7697555312934,0.0331333191499019
-233.59864684987525,771691.7390674215,690069.5559675504,50353.23630541076,16066.8820191616,4297.722963276991,31209.62521484424,35895.88204578442,1666.6451289909282,2964.074496659141,2923.206001331346,0.0352681588255612
-167.39690105868547,752828.7507812975,647365.0963895799,61978.46371167484,16254.97981348711,5952.066061946901,30404.64205570677,24504.246715720903,2141.588902187503,3013.44960855003,2784.96972213278,0.0302006999093364
-196.37955647095976,770589.5413720075,664460.7644147718,57447.88189373836,16164.497199589674,5648.599311365608,30658.932167660423,28175.568897198864,2123.9450317529686,3013.365632191485,2875.7167584016506,0.0342502127393219
-223.2216894092706,768090.5297215566,633839.639014261,50000.0000000024,16039.474601477348,7400.09702795355,31611.281558769184,33517.277827004444,1553.2504885311446,2935.353389888132,2837.820456911139,0.0356520928741374
-161.03394450905782,782135.91677647,618307.7218891355,75906.7444749081,16073.209185993535,8362.35918103711,30435.622820471657,24259.46395388152,2774.23143354744,2792.718271507316,2836.078602199176,0.0322172335731585
-203.09344187538912,772617.2967361292,662085.3383580265,56713.071205068176,16033.134544362973,5731.631442950342,31032.683315885588,20935.63035707831,1871.964839645996,3138.9664562484863,2920.1902968847,0.0423446456660425
-172.42971090836352,788529.4563836539,623034.1600655282,62115.50940970802,15643.565933699389,8869.310443561812,31521.86992542841,30241.35550621824,2060.5385626199345,3050.6265164305173,2766.425402812573,0.0377450544428846
-183.4428303424576,765193.8711460412,595211.478059459,73962.61908498064,16251.755053858757,9677.17240967958,30210.518028236605,29619.29451348571,2872.3811894875216,2955.4420446470644,2670.516550307678,0.034386488818881
-162.8558621535268,794593.7513353175,570161.4354186198,69423.45737590762,15679.359338876411,12821.167484504038,30919.08163073018,32443.718009539185,2281.0226209315824,2805.782845553256,2699.458813334517,0.0306233415554982
-160.23561615728852,807937.0223904608,629307.3765768205,57983.18533274796,15479.345429529025,9310.252660541048,33189.76095113752,26017.86425007073,1866.6612401684115,2963.4888922770056,2772.8134112164453,0.0382771450795438
-185.73314685720945,793929.7863646527,650896.3968246554,53397.708174218846,15569.753455090053,7888.395778298744,31498.22531728141,37932.7361868056,1740.8517914659485,3117.2006245856637,2808.610436001433,0.0285523935097373
-265.51406081280953,803990.4750737969,714616.0931774303,56259.02699780946,15387.183049838415,4459.264829333652,32277.446243814305,26197.32877447878,1881.8518871939132,3091.4280359705303,3012.2566702388403,0.0398435127299948
-236.61191282690143,805898.4015575924,648156.507014442,50000.00000081136,15555.088654961595,8912.735547635983,31858.786105642987,21731.10336160911,1685.1227720958786,2867.4039389053564,2865.250021239877,0.0290791656814634
-188.17842484990945,801433.2923216443,609586.3616519849,62832.15758843684,15628.364031540534,10816.680704709514,31071.71819088957,33971.414798100515,2148.8899404776007,2788.162292397809,2748.901355591722,0.0318066841490395
-309.3993292230587,803655.3465529704,716228.2138716327,61583.98715123692,15399.367076636365,4666.016811755,31407.80572115913,29107.420299176152,2152.326218779041,3100.6622975946066,2964.142041417948,0.0378826165187374
-200.7584662339649,798388.7336621633,700338.2609838741,59159.86614689847,15718.748677249056,5117.464326309043,31490.76570759613,18126.67278625747,1993.459302990019,3228.2335424217763,2903.729137934145,0.0353456323145021
-209.3756551072584,824927.440387424,612727.1181527993,79941.5594860024,15226.212555387268,11434.633193066842,31136.36252542474,37758.81119896416,2895.32163369028,2922.9318607494,2836.131737583892,0.0271595100843121
-222.0801689372304,791876.6357416293,660807.3635477109,54739.31096915023,15559.265037327505,7051.148743606621,32414.499952010145,26178.63359152204,1899.150308297707,3129.2479920557644,2839.647427249601,0.0353175014726976
-281.64075303319714,782948.4589125378,682707.1741293385,60563.91878197056,15827.457479203456,5029.392484522989,31523.149089761857,25272.221916513357,2060.014671117572,3118.289269830073,2938.6938794815896,0.0452532475803205
