ll,T_NDH,T_ND,T_LY,N_A,N_ND,N_Afr,N_Yor,N_Los,N_Nea,N_Den
-511.6240770036548,784495.2799842624,589876.4133861936,50037.82144859577,16086.499020511685,12529.45045054662,30831.64050220532,23514.903592500446,1682.9009211483378,2810.93489840537,2759.485877805689
-443.28918060768615,816914.7064527642,596597.135905422,55492.29592754393,15686.79752220615,13451.680617259808,31188.80842144539,22061.32707510999,1689.2476708507766,2922.041353632733,2710.125616785812
-556.307538751546,833109.1270055018,619329.4609870819,54161.19405373545,15282.797034486934,13327.514972253724,30935.729142104025,33041.72226669118,1933.0227448934224,2904.5100954685395,2735.948047155601
-811.8204369504315,812627.4971936054,605368.2824162254,53864.54998328778,15624.09512791342,12072.550587134843,30362.753974466563,47399.51320121799,1950.883606127025,2852.1626188075297,2718.0792617407787
-581.676899413793,794463.8478768377,687473.0738140099,50009.434685205575,15848.044170144083,6584.029576490027,31877.560943221102,21800.12416202977,1584.0769804643742,3091.0718062836117,2969.222685439387
-484.4035152237699,789580.6812387949,616599.9356314667,54249.74199471704,15798.580576112758,11407.032568532128,30689.82809422295,26355.571297416453,1759.8097467622329,2944.2365797857456,2812.06623977437
-530.7446758367142,816538.515187896,643585.577587719,51104.66865700034,15681.40802545238,10606.196951652397,30307.13708403728,36577.640499384266,1716.0642171438303,2862.459641475561,2890.055769270174
-700.5418488953703,771218.5824224947,625157.7360249567,64834.48112685925,16351.895276140556,8931.091089512503,29749.221490320564,24222.78970881456,2337.7006551438963,3053.5015536779024,2975.8336718469864
-598.997318030295,808137.5615411905,623579.329845766,62030.493333538565,15763.96610923666,11191.74358220002,30254.28044607473,24142.685190047407,2207.095515826584,2870.888221110772,2804.4359558893725
-537.5308692360052,774777.7321697064,667133.6077511403,73091.48607127354,16314.081161653758,7026.540261574193,28997.57191646477,35575.249344028256,2480.6159968363563,2910.3653099450826,2929.440878902026
-352.12443863928104,777569.7545108653,650340.5950994273,61547.51074005099,16522.068819217642,7458.708696946942,30074.531660538836,26386.13440254385,2125.061568095877,2943.6096479294547,2840.709792384809
-696.9716905808175,742860.3073370376,642671.7443000318,64292.03955876051,16574.6623605985,5914.480672788885,29947.203622049197,17996.236726406423,2253.818209102145,3078.167779413128,2802.7952815152253
-682.5262367503562,813070.2075940587,622419.8502855671,67465.713653622,15621.32871772036,12189.143207844438,30797.513601363426,26348.68100502061,2430.3811848662567,3036.252760519749,2756.797035064132
-528.1862163015937,818730.5202199981,638936.7123546166,57434.017730741856,15405.52099805152,10536.822398063205,31398.90817292006,19739.872809235225,1794.94097164988,2781.2773947335304,2808.0470373997778
-653.5667268922277,728444.9067294905,653584.9219985494,56730.82585332159,17075.254098773763,4876.67585740473,28781.1470269921,21415.144825181287,2099.513131257702,2930.456371548836,2866.242658113096
-720.1137489351753,806750.7124397814,631724.8931114456,57791.65558841216,15724.347734203086,9036.602183560375,31918.885960351123,25186.31367155526,1826.4869941273157,3113.3513756825664,2722.9764708441853
-511.5896674316453,789119.0678636333,686666.9821439035,56204.31004242496,16136.494351789595,5534.06862653884,30142.936874192,23996.16114935784,2036.983355470264,3100.3847567858543,2955.461145246641
-712.956709677917,761369.3540914643,561378.9893095484,58477.544692987685,16563.19395856531,14346.834855571144,29092.80666764449,19630.54281101747,2052.58928736958,2701.9761510535764,2588.1869478444337
-644.9974441966397,748875.2731783477,666798.170990683,58928.41658745807,16811.241737545934,5061.779861324565,29058.422151243205,20855.61230912112,2070.718587931517,3112.5025395806315,2897.1099515879846
-689.9824379966274,779772.8170491736,688205.7260835487,50000.28016118432,16320.82004950428,5152.023752105907,30870.840262406884,17050.73793525993,1651.9058625927162,3029.6390892119803,2915.8985132820108
-829.7714500733553,726937.9449703391,643482.7171621398,59144.315251568594,16991.90549428438,5205.045877426824,28325.57466630682,22656.18479103865,2094.789236475946,2968.904465847292,2919.167858807324
-740.1133808392929,797328.7448481005,608257.3244965317,55065.29209783857,15936.784437672106,10844.944940663843,31212.644853731545,19224.036203403477,1778.6977777300642,2873.455970507951,2727.8823927549347
-426.0131178714637,777032.4729950038,598641.6682090363,66538.63226372647,16312.67978815515,10870.286559698628,30478.07244020089,25852.57289934109,2369.9768621421854,2859.977183126574,2722.6788151323426
-388.85980862726126,754214.5669275102,633530.4259537943,50000.04013566124,16815.90764767651,7627.448029906761,29643.15466216307,19883.24939142972,1633.9919052250782,2866.0455484714084,2761.185517984656
-598.9325150198542,765775.9620560872,641991.5792057946,50000.359776282414,16463.78647388089,7661.566076514875,30749.895183850826,16070.223269814463,1635.2598793452664,2900.964717808265,2875.115092236031
-529.7451037613891,780884.7816956895,561045.1086679095,64022.88370946717,16080.691598966052,14499.512564845783,28596.493518165786,34775.43537562339,2396.440836195737,2747.5817239148505,2601.987895919996
-860.3385103702366,730185.2872811068,645172.1728193719,61242.18655132879,16965.05143181995,5144.179500453298,28048.13205016697,33503.95390415913,2025.7992850965245,3006.701499292788,2935.60103983399
-704.6572895927412,789037.2382824925,695459.8355508564,69072.54722821861,15865.490790001557,5819.224368155135,29928.88378658656,28910.5664694792,2324.1785418743034,3097.472007593512,2996.757098901134
-521.619785478418,806204.2583901652,626266.585711655,57598.71385371606,15833.05098340025,11004.577400887172,30940.15443624772,21463.700358727518,1682.3570606412384,2980.3716519209684,2827.697850462178
-590.7975881836998,808622.306188393,566083.9088654364,97308.48756712012,15836.846843218918,15375.430103902894,28768.82035211632,43526.02959225267,3530.0962401813463,2784.932713605583,2738.429256603616
-547.364646895422,775742.3876396976,689307.9622186515,52416.4775258029,16240.78365285628,5111.573681446433,29756.001808942663,51907.22394915466,1695.6740193880814,2962.725719369476,2990.5248360706983
-505.5293042593694,729666.9440068612,654270.3895850965,64916.076907126495,16925.299368484426,4741.32033270551,28884.68093653605,24055.50341737483,2235.278775692431,3000.893020284214,2859.0022161792926
-578.1037364407472,749867.2043521609,655594.0523287067,60506.08023970889,16858.525419657508,5658.008886952586,28311.685992440085,31748.750748899885,2224.7626375055493,2985.1528857341377,2917.5050088275225
-581.1010870033465,753555.7796459068,595183.5173380997,50001.65486058076,16555.984696804684,9955.935847742216,30470.56625239917,31304.891869271545,1588.846937822487,2798.366428374156,2760.196647899257
-446.56427729204427,788863.7694188837,613859.4311103026,65440.90218670709,16378.756788480709,9881.755515109568,29714.768544839877,21680.238393246127,2494.534445967977,2740.154653705234,2855.572727780271
-808.1167893937704,773570.705916136,678133.0501516709,58215.4441672269,16196.727335076755,5591.482003469315,29931.29518431612,25538.421308132885,1982.020203541565,3102.957859843399,2963.214536781921
-534.3018048774276,770025.8846962369,603407.1824172735,59802.3070542205,16190.518798257575,10336.99381861274,29894.54514163372,27001.50925577564,1900.2415468655036,2935.391288940322,2741.626912893847
-576.2707878980418,782422.3438852353,643269.6478681463,51527.53017147428,16300.267400502693,8605.85363780363,30679.029284648663,22789.799895201137,1851.913841301494,2981.0959608326907,2827.207784168795
-521.5469529176653,794495.4482469115,573272.6976893429,62025.065881096045,15925.419405984683,14732.592068251544,30331.15179467048,32598.57263189997,1954.7383236717344,2736.331311699329,2741.7727685800014
-548.3580430878903,836515.1547122035,610358.3128345597,53829.533257987714,15355.995040906148,13657.863127943618,32100.30045945761,28074.356367332417,1734.6245555742496,2865.813110939279,2779.44060167234
-483.577511276367,757920.6008089816,670143.3598842323,65484.60770351714,16372.304260904562,5360.478578706963,28705.233887267477,44257.02220109879,2247.8674667735736,3090.340473821157,2865.6123077175293
-674.0733570627177,800101.7194267358,700659.2798590043,53676.50970721377,15740.560562662826,5716.2172055009805,31448.542636125603,22700.180207067944,1773.9120698382103,3008.093020414251,3001.082501330411
-480.5368706146117,788312.644032005,628727.1629538955,50007.12322530381,16204.6353941013,10713.82869467022,30036.98015752055,23407.06880587821,1646.44215447794,2768.7167120833883,2814.8863942916587
-509.4973556700008,791872.9391748004,595824.5927521426,67807.2801142339,16064.857223706284,12940.44792323944,29475.69852252873,36901.6361628308,2339.894556653573,2718.7403751833904,2761.6060067455714
-661.2758419602619,785091.037423012,699763.0896786732,63010.32853670019,15964.506016564756,5195.661817598818,29257.46590771383,25826.476709970186,2206.5306527133757,3045.7126755359004,2969.9450833731307
-506.1415224052856,795663.2827878641,690564.3357076194,51123.50468260757,16102.209432819043,6170.701855904858,30423.89760701868,15465.2045180429,1654.2668626754305,3183.6251749760245,2948.9232821997134
-441.6850223131395,811476.7365067755,591708.9426420261,86473.04169915817,15775.148461748964,13628.11852702417,29132.689970247327,50054.49029249727,3154.799442792056,2834.425375628904,2783.318416831827
-668.7343276621352,778143.1929880943,676303.4475919958,50000.00000115943,16077.115248834743,6329.263299179573,30825.999772990366,20493.90590515372,1740.4387603158093,3070.3753936362173,2909.4418654093124
-932.7564060797316,768958.8620392246,648056.4928860429,61667.39286211399,16423.201465628703,7411.939234434829,30092.76307151823,24651.53911919948,2094.887441173835,3014.3021211447385,2847.486450064216
