model,ll,T_NDH,T_ND,N_Anc,N_Yor,N_ND,N_Den,N_Alt,T_H_N,p_H_N,N_Gho,MH_pulse,T_Gho,T_Gho_Den,p_Gho_Den,T_pHN,p_HN
1209,-925.5689946339947,899999.9999998824,500000.87571941,13085.49349261582,34487.443198525194,12307.699181285196,2081.756450490436,3151.8355724075896,232957.55942885997,1.0000000000715592e-06,49999.999999666674,True,1900000.0,300000.0,0.09,,
1210,-1207.131087600506,899999.9999975036,500000.00000013295,12935.5864262738,34795.73408052489,11761.513180855669,2026.753035869004,3184.777588216288,226582.5414026357,1.000000000064134e-06,49999.99999990391,True,1900000.0,300000.0,0.1,,
1211,-38.3517526244724,769048.3041280133,720627.6168626489,16299.112699861897,27521.49364419372,1700.396655699509,3956.840394373924,2554.911068661826,,,500.00000044967527,True,1900000.0,400000.0,0.005,264047.92142873467,0.0851365179019111
1212,-35.57326524723511,769629.6071341299,744766.9737005489,16197.492082514353,27849.517963342754,863.8375344830758,3905.0686102431214,2569.089828341426,231242.73172220343,0.0650877423943789,49999.99999993686,True,1900000.0,400000.0,0.01,,
1213,-46.32951254348443,782667.2076131143,750939.4435604226,15823.392993817151,28805.07410495693,1091.0143854826674,3702.386959946469,2818.9669481474702,193765.68043217465,0.0392828170406874,49999.99999991856,True,1900000.0,400000.0,0.02,,
1214,-77.28593666299298,837401.7965666153,608869.8834327734,14820.964781546756,30915.751923740067,8574.497540009106,3215.3128946218167,3145.08451058175,,,49999.99999981091,True,1900000.0,400000.0,0.03,169254.00001736305,0.0140544691702987
1215,-118.65193593246116,887423.9201814648,500605.58702867175,13929.192867361906,32630.84147692717,14952.0843798789,2789.5006258793237,3015.9379629622044,500603.9274821658,0.0015420047157775,49999.99999989218,True,1900000.0,400000.0,0.04,,
1216,-189.70046854379095,899999.999998338,564199.8103566068,13609.463916112189,33264.18747935904,11939.91898742462,2922.6696450425684,3401.5492872348186,,,49999.99999936647,True,1900000.0,400000.0,0.05,311393.9305572077,1.0000000006333428e-06
1217,-294.9795754894532,899999.9999989584,500001.0481337021,13503.616747271924,33548.66357060655,14160.749132515512,2693.519928454984,3070.9125272886354,,,49999.99999995276,True,1900000.0,400000.0,0.06,309259.0555771723,1.0000000003119287e-06
1218,-446.92641248748674,899999.9999990943,500008.073505511,13379.168051944527,33851.53196704241,13561.554348285734,2650.6995295016563,3101.1677780791315,292446.2762315752,1.0000000000681414e-06,49999.999999682215,True,1900000.0,400000.0,0.07,,
1219,-641.56176021681,899999.9999904244,514856.8358875932,13245.839604263108,34180.381737995325,12334.25156312184,2645.773419945408,3220.855817504121,,,49999.87240985719,True,1900000.0,400000.0,0.08,273210.73033753864,1.0000001272369817e-06
1220,-874.8466974169055,899999.9999990719,500000.5919434287,13106.692263711417,34456.168887922235,12397.26743436691,2574.0842298304337,3163.7960502521432,271869.783369104,1.0000000000785563e-06,49999.99999974519,True,1900000.0,400000.0,0.09,,
1221,-1149.697882085779,899999.9999974604,500000.34098914056,12956.821870180223,34755.887848334576,11865.9136945729,2538.550403665936,3195.9627222840154,,,49999.99999997212,True,1900000.0,400000.0,0.1,269640.5316827143,1.00000000007789e-06
1222,-39.2768681477459,761550.7970693848,711101.5362590174,16412.27598906898,27314.92940720552,1788.4382728477683,3979.947514393552,2538.903645240674,,,500.000000004383,True,1900000.0,500000.0,0.005,262508.46536117565,0.0847673521945421
1223,-37.84753615459519,776086.1347379315,696674.7957460993,16096.34975883261,28041.48513448646,2866.9821054734416,3868.758935234581,2572.667324974565,,,49999.99999951506,True,1900000.0,500000.0,0.01,235385.43438300077,0.0646709983662311
1224,-45.29022170735764,766778.5953017405,754813.3053749885,16060.78525695325,28344.80888883352,411.2881928799558,3894.6830644849833,2850.137108554734,,,49999.99999993944,True,1900000.0,500000.0,0.02,193277.38416537768,0.0383254488315701
1225,-69.01369113690834,823837.1801265638,562515.6601801241,15028.662821404116,30550.17242970899,10186.986362606882,3239.7087062151168,2998.575457008013,,,49999.99999983427,True,1900000.0,500000.0,0.03,158146.37815052623,0.0112791999474252
1226,-115.89357508299815,899999.8742876538,618086.4506848677,13670.689673752133,32861.10263420406,10096.718217381134,3365.9296973914984,3540.716856772537,,,49999.99999968177,True,1900000.0,500000.0,0.04,141340.98442291713,0.0022555881223227
1227,-172.2264710331481,899999.9999959576,500172.7129428455,13631.85356801401,33215.59331869366,14790.119055061448,2940.9495315331487,3034.865328678433,128821.85361657607,0.0001860542694026,49999.9999996617,True,1900000.0,500000.0,0.05,,
1228,-278.7859873079185,899999.9999996298,500000.0000166833,13511.494095366348,33525.47367730908,14156.989467182202,2926.8343162830142,3073.305042431858,346423.0232808228,1.0000000002904188e-06,49999.99999996723,True,1900000.0,500000.0,0.06,,
1229,-427.4559318081332,899999.9999998024,500005.0131735408,13387.97957200694,33819.638102014,13548.940407798598,2912.1773723693427,3104.218696831156,,,49999.99999972752,True,1900000.0,500000.0,0.07,323152.9377720704,1.0000000000590733e-06
1230,-617.462674529203,899999.9999998073,500000.0027379562,13256.370147315149,34122.33405890024,12973.268552134876,2897.221734271667,3135.246920267697,318083.2788516759,1.0000000006174071e-06,49999.99999989662,True,1900000.0,500000.0,0.08,,
1231,-848.420437199758,899999.9999946322,507519.4357695081,13116.720833620144,34440.47670437364,12082.92565813843,2906.063711019249,3213.5731182528066,,,49999.99325460688,True,1900000.0,500000.0,0.09,310984.01478584425,1.0000001304722412e-06
1232,-1118.9079545372012,899999.999997729,500001.1933959466,12969.808521190624,34727.64414142692,11852.645797605906,2870.0664322274274,3201.136565171213,309672.90692186943,1.0000000000641589e-06,49999.99999952092,True,1900000.0,500000.0,0.1,,
1233,-39.25266066993149,788441.7096288281,740261.1687218877,15972.71185800144,28124.38979378053,1679.0816597648811,3182.6434661145117,2308.8601189993947,218280.6006292221,0.0708858441501578,19760.97611860577,True,2200000.0,100000.0,0.005,,
1234,-86.42447958602601,811773.0809389784,732428.5658099296,15478.920290655664,29136.024812480067,2760.948264357815,2060.838001455276,2242.3509676893686,181237.4005554966,0.0513680324815921,33630.6528471753,True,2200000.0,100000.0,0.01,,
1235,-190.05534228375683,899999.9999969328,500000.1056796244,13911.39145499114,32281.895971928032,15720.853860361098,1000.000000005906,2408.43684364359,141637.6736631143,0.0186891741634479,15304.471259499214,True,2200000.0,100000.0,0.02,,
1236,-855.1609187691254,899999.9999999544,500000.4307253244,13763.895909752366,33175.42588946624,14867.6680466668,1000.000000000872,2680.2091981889016,133340.66606073934,0.0142295494765936,6571.427324512731,True,2200000.0,100000.0,0.03,,
1237,-2227.369128784888,899999.9999932414,500000.2250066646,13444.14190868115,33914.29506157969,14048.373454161929,1000.0000000014892,2931.1276810898307,131562.31120534433,0.0114564866691111,4083.022173586043,True,2200000.0,100000.0,0.04,,
1238,-4225.977383637398,899999.9999972685,500004.188721892,12909.343960730745,34508.70318249665,13656.514557326946,1000.0000000010682,3487.0869980655107,269909.41181474325,1.0000000001870598e-06,2470.598008290533,True,2200000.0,100000.0,0.05,,
1239,-6737.220345634443,899999.9999999992,500000.1143867511,12256.81741582152,34954.46896298762,12670.836286184527,1000.0000000000008,3582.164403468033,129243.00626352023,0.0017017349445051,1430.6575879365134,True,2200000.0,100000.0,0.06,,
1240,-9646.27408596527,899999.9999999992,500000.00038392906,11418.559775426484,35284.10806350035,11895.277596407404,1000.0000000000256,3801.363342514696,292630.256857384,1.0005701613644652e-06,676.7287752757089,True,2200000.0,100000.0,0.07,,
1241,-12828.599903733728,899999.9999907665,500000.08897558297,10428.563686561743,35459.948904806966,11083.308089939104,1000.000000005914,3956.8426441278953,297646.29265124793,1.0004344131812104e-06,500.072637748075,True,2200000.0,100000.0,0.08,,
1242,-16217.032347589506,899999.9999976171,500000.00250273285,10000.00000000001,36144.56024775786,10314.386311831991,1000.000000009228,4147.640531086626,298133.9052315131,1.0000000000766075e-06,500.0000000011012,True,2200000.0,100000.0,0.09,,
1243,-20322.81934776949,899999.9999959655,820310.0983171437,10000.00000000001,37251.31283119075,1352.351604675508,1000.0000000047472,5927.628834764565,482021.977702727,1.0000691137411505e-06,500.0183632189284,True,2200000.0,100000.0,0.1,,
1244,-35.2151036483172,783839.9269424558,733783.9967703606,16050.429135519364,28024.01054250749,1750.044857647254,3492.385532001152,2410.8010999809417,233035.92254358696,0.0747597830967578,49999.99999974714,True,2200000.0,150000.0,0.005,,
1245,-55.14230860154194,797804.1570886462,755756.8431213491,15715.456682043425,28808.934691355647,1443.0764146915892,2914.2597078315807,2418.949815666801,198594.69690107135,0.0547961827802878,49999.99999952164,True,2200000.0,150000.0,0.01,,
1246,-131.3613031856753,837190.2594311361,500001.0545350262,14858.26326177316,30698.772654681263,13659.008615271234,1744.6326321803583,2477.809733628885,151891.17628718447,0.017377731050084,49999.99999997461,True,2200000.0,150000.0,0.02,,
1247,-222.6811111263345,899999.99830484,500000.0037165877,13686.306259919977,32859.6509402652,15291.7848104542,1353.4333993517812,2961.268508669186,416255.8895406528,0.0078378215307155,49999.99999999885,True,2200000.0,150000.0,0.03,,
1248,-347.52352283815287,899999.9999971966,500000.17647481145,13512.575067501502,33284.13766175463,14743.577619503518,1113.7019168486472,3004.3547226369647,172474.7110486592,1.0000000000828e-06,49999.99999987548,True,2200000.0,150000.0,0.04,,
1249,-557.7529968506776,899999.9999975931,500001.9050403146,13351.300093578788,33758.826938179416,13850.872617821018,1000.0000000013064,3054.412633385105,216342.1943807978,1.000000000075398e-06,49999.999999763575,True,2200000.0,150000.0,0.05,,
1250,-896.3130875310266,899999.9999984356,500000.0000624635,13201.505502554211,34395.416720317495,12946.552028093723,1000.0000000006046,3142.5778404902617,267817.5427671384,1.000000275533304e-06,17129.722346505318,True,2200000.0,150000.0,0.06,,
1251,-1376.2736532121176,899999.999997681,500000.976312334,13019.85379733538,34955.28622215239,12319.15443744197,1000.0000000036404,3229.125729126483,274819.82604606415,1.0000000004066389e-06,10372.164195005447,True,2200000.0,150000.0,0.07,,
1252,-1988.7072035885249,899999.9999919416,500001.7875621582,12807.403783051011,35541.20536171054,11617.693049745809,1000.0000000039806,3318.333983390263,288378.6132746665,1.0000000001938506e-06,7625.284908601336,True,2200000.0,150000.0,0.08,,
1253,-2933.114635922494,899999.9999938648,832836.437401505,12442.387683106335,36173.1975376991,1355.938527329758,1000.0000000004208,4745.2038299940605,490305.75143798935,1.0000009486510592e-06,5885.17359056275,True,2200000.0,150000.0,0.09,,
1254,-3574.923117445977,899999.9999948369,500000.00000044645,12285.61975032654,36716.27216651135,10255.702347283568,1000.0000000071504,3502.090498546844,304815.6467619309,1.000000000732767e-06,4789.4219857248345,True,2200000.0,150000.0,0.1,,
1255,-33.86528918591774,769106.1822639494,752227.8995007774,16278.550162611991,27607.69304617616,581.7152846997161,3705.626714665224,2472.60710999881,240362.41498916008,0.0763975265664884,49999.99999954375,True,2200000.0,200000.0,0.005,,
1256,-43.03094681978385,788268.2869026067,760029.950689981,15867.89036494672,28552.763355403997,968.3800981844652,3290.0737589710184,2497.154571970897,,,49999.99999973115,True,2200000.0,200000.0,0.01,206134.66187223888,0.0558172328823588
1257,-107.70297730996997,829438.9350670277,636093.8905239878,15002.501566169454,30469.522614012032,7125.365993861314,2461.092628580649,2827.3747593115418,174457.2107534603,0.0266921507707154,49999.9999994734,True,2200000.0,200000.0,0.02,,
1258,-182.68852119873569,899999.9999999992,501186.2652632569,13701.707718243655,32984.37405381766,15509.189945053417,1935.435605222532,3000.6266035783474,144352.13442703625,0.000165536546918,49999.99999988694,True,2200000.0,200000.0,0.03,,
1259,-308.4810643979548,899999.9999968273,500000.0055161633,13537.795453910216,33389.69787270427,14702.66068379829,1705.6161316780178,3021.0856168011805,258762.36416000384,1.0000000344477542e-06,49999.9998109665,True,2200000.0,200000.0,0.04,,
1260,-511.2425783244132,899999.9999997433,500000.0000000957,13366.440423302673,33798.44466208094,13934.05286044898,1539.098741247343,3055.1171894092545,277024.2421884375,1.0000000004163448e-06,49999.99999990648,True,2200000.0,200000.0,0.05,,
1261,-791.0094700437154,899999.9999987602,500001.1387121491,13179.558918295968,34202.18439169313,13200.48176449557,1414.692042775225,3091.266283847402,297503.88426113746,1.0000000001961173e-06,49999.99999986589,True,2200000.0,200000.0,0.06,,
1262,-1146.2403376943666,899999.9999999992,500000.0093017583,12983.280651539728,34665.80378620655,12327.944905130322,1320.264704851931,3131.4977991630667,326189.4667653799,1.000000000079002e-06,49999.99999964411,True,2200000.0,200000.0,0.07,,
1263,-1577.199003483561,899999.9999956618,500002.6304884762,12764.199766024403,35083.9694342195,11606.53391490444,1245.0960184667442,3171.0261624305585,332755.60370881564,1.0000000000642264e-06,49999.999999930726,True,2200000.0,200000.0,0.08,,
1264,-2082.808498894484,899999.999991617,500007.0332261865,12541.490564024572,35489.07185797607,11051.807888823118,1187.8475377943291,3215.016398945869,334107.78844282747,1.0000000001919607e-06,49999.99999954233,True,2200000.0,200000.0,0.09,,
1265,-2658.249985774516,899999.9999923493,500001.8202302981,12292.008270913248,35963.84123911298,10245.516350456535,1137.922034411123,3260.7744360747324,340851.72865405947,1.000000000347893e-06,49999.99999980949,True,2200000.0,200000.0,0.1,,
1266,-36.05077950938784,780596.2139686298,713663.5570405305,16103.282700884134,27941.22310402696,2374.6079950308317,3726.859452579759,2490.0776292723444,245965.02990126988,0.0772390189855009,49999.99999986456,True,2200000.0,250000.0,0.005,,
1267,-38.40966775106192,786043.1626133075,759965.4116362574,15900.68389716009,28500.23338017863,895.5383935154235,3523.896858479849,2558.083101927368,211212.91246913068,0.0559367369302022,49999.99999938769,True,2200000.0,250000.0,0.01,,
1268,-88.88021695926648,824784.5609692524,648439.0118510475,15075.43620510134,30355.938336697865,6470.256222352617,2841.074568630102,2904.891311997382,178010.54434898263,0.0263161227337589,49999.9999996601,True,2200000.0,250000.0,0.02,,
1269,-157.23588489047543,895538.5497420463,500003.14401489904,13778.081332699108,32875.36948466446,15438.345432395994,2281.8313871161363,2981.0710917308065,132312.18568768527,0.000500951850541,49999.99999952084,True,2200000.0,250000.0,0.03,,
1270,-275.72353430354406,899999.9999997609,500000.0007962845,13553.950628123372,33393.45295164752,14867.470328840056,2110.8922501165466,3031.641465306501,295529.67135549773,1.0000000000782135e-06,49999.99999982548,True,2200000.0,250000.0,0.04,,
1271,-470.6522431239163,899999.9999999496,500000.0014308525,13386.747992000965,33834.98089697326,13978.74622082775,1969.865913609676,3067.1422148188426,351786.2890635142,1.0000000001925488e-06,49999.99999990231,True,2200000.0,250000.0,0.05,,
1272,-743.3030181210574,899999.9999934604,500000.00000018446,13203.687255744737,34222.87262354653,13331.072008441166,1853.7501134646943,3102.441322397772,347798.6312978474,1.0000000000386806e-06,49999.99999989058,True,2200000.0,250000.0,0.06,,
1273,-1089.9627746502972,899999.9999944755,500000.5363891914,13006.956635315972,34670.347867859935,12509.330636702036,1758.2492326417046,3141.6351253792795,361930.3937340105,1.0000000000785138e-06,49999.9999999595,True,2200000.0,250000.0,0.07,,
1274,-1511.1872455291527,899999.9999904165,500000.0076000395,12795.811283096757,35131.13531665264,11715.232375816951,1678.9443790794808,3182.935354891877,366539.73641300807,1.0000000002958368e-06,49999.99999975611,True,2200000.0,250000.0,0.08,,
