sample,ll,T_NDH,T_ND,T_AN,T_CV,T_LY,T_H_N,N_A,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,N_MH,N_Yor,N_Los,m_AD,m_YL,p_H_N,p_H_WN,p_V_L
108,-426.1318003410187,794909.6122224741,729823.5473797575,119310.41975868405,58435.7540084655,48306.77358535655,530396.5496751455,17021.394061583902,3307.0340141031666,2929.1131936103593,2763.8393220766534,194.89760696212753,143.22024876309544,730.5349883105437,33071.27003087259,9083.345960146844,722.7721930215806,7.939091067396633e-06,0.00018520503974442046,0.30029271417835357,0.009200290521439117,0.028746773586248615
109,-422.88021703468957,798152.8496828838,671948.053361325,137756.55228725844,59939.51043247037,48398.82630926009,386489.41429886245,17342.033480668397,4471.655666851535,3585.584868705867,2950.5772596933707,1794.0727323545198,253.52028379841627,949.3908434845366,29668.0728608222,14181.779193638295,925.9416518086772,1.4940927885516009e-06,0.00012468691265434543,0.12026870343196049,0.016760854491247656,0.029371692383685706
110,-466.65043655692136,800222.5845990434,745406.3947611097,116667.50240793297,60037.40424717517,62187.754000921515,586052.1658223842,16843.773691705122,3038.95901313275,2583.40319351669,2799.667920077423,58.68200752689114,211.8983272854075,1013.4287941147464,31860.834322299914,11869.643154493602,1051.8749615421805,9.427458450689496e-06,0.0001444779562115344,0.4403389274854521,0.006237315489670229,0.029361730669282465
111,-439.850069387001,786815.0794097926,750577.9303787238,121139.0746327124,61291.14489245683,48000.00000017563,437077.12706481037,17561.015502302853,1562.7210598861839,3303.2918515146594,2875.447076142556,328.3344413364196,269.3627241799346,970.8242998375429,31081.210840556334,11449.091465737925,779.0797285862039,5.54158279090421e-06,0.00015744216565968295,0.20854555279751005,0.010501906615381506,0.02700673382914851
112,-532.5397997933026,811544.713169162,755772.6666464887,123344.16618925756,57809.06635320181,68909.80347611677,543083.9993522337,16831.383442458475,2864.3090050149776,3095.4262997193596,2843.3440228813606,521.0634888474991,99.55509356970653,695.263490478299,34903.363501121974,11838.046111988699,1080.2240274944195,6.962095953393953e-06,0.00014005436437616907,0.28360869067124267,0.012745081809115856,0.030332268440402887
113,-423.62810370704966,795005.3790470251,743513.4948992084,123765.56043288525,57981.6645476626,49171.667433497554,328841.3809016305,16801.33200410793,2207.1230112778658,3360.0982701596936,2721.8133019973725,375.2389931995246,110.29875730750065,694.2376877172949,29630.03893913571,14160.571628620515,947.1291447941047,4.268142750137986e-06,0.00010594242480279694,0.10989669713184556,0.014631359378064247,0.022110449141068106
114,-487.95028463062494,759985.3045642368,682168.6447618023,121708.03354235405,61350.72277562445,56928.15093072633,247348.65169911413,17464.73288479629,3351.1132864833817,3398.395737957916,2786.812728646571,407.9487550486546,289.48213269496557,762.8948899691113,28703.209479540725,26958.94182482218,1142.6393531484123,2.7275730087047834e-06,6.896432980202132e-05,0.06534480366115919,0.01088738031408827,0.022277326693732752
115,-598.4327506630588,807497.6057433683,705112.158962447,119095.4214952984,59237.46177463092,48000.000001325425,454677.675239314,16977.78209083977,5048.311075078206,2983.686331306745,2713.5591588358384,195.82021156714495,172.7937714601741,773.4495027708546,30442.933242274314,16135.4720812705,976.8308765880618,7.094540526145048e-06,0.00010012001622145445,0.222594106115468,0.010893618719398547,0.02863004793938449
116,-401.5080589949027,824294.5834752899,802845.6699777631,126785.27722779235,62040.50284533254,48000.00000045291,375928.94646943174,16338.024550785569,862.7369380158223,3323.77753184136,2814.5064754594914,500.8854843793702,294.34192185326606,878.2509060486026,27920.85314333248,36724.35014570825,1047.769607873444,4.3937045394547e-06,3.555028328044947e-05,0.1577857132813779,0.00750231658087211,0.02729347468637956
117,-471.3091938051553,828818.74893545,775231.2161640311,136729.9897313878,62614.81909238385,59895.95263031724,390322.57553741796,16103.846707361141,2686.557769791801,3171.6700610617722,2871.0123601202463,916.0605400549504,283.3688701910863,954.9128760141889,30331.017889888884,19018.01264937526,1067.6230541774264,5.204476601762951e-06,7.878944641945546e-05,0.0917597038333009,0.010064065929475157,0.03445515353637389
118,-445.33724177450995,793051.1540347923,709829.6584479229,121370.82025929024,59964.405612500916,48000.000000759945,564736.5189875815,16715.21073810019,3470.927529356692,3133.515093779341,3046.1615943593924,293.91647818384354,226.53985886494775,760.1030983691564,27991.298203787952,32200.419411621868,1033.4401646820436,6.0164484522733194e-06,4.9956018296356266e-05,0.28013345414804314,0.008919773836818409,0.02694135133412448
119,-494.86955970207185,762996.2257409578,721664.0832277643,118178.37261083581,59587.49567742755,48260.711235951116,574877.7365573718,17592.611132853526,1608.2456945950432,2833.307996305802,2779.3059254602226,114.0099088097794,197.71936092359243,665.8111128192004,28338.966198078513,22432.999368638182,894.5081600209728,7.983170734705123e-06,8.00265980320236e-05,0.42763980054863454,0.011747939709660676,0.023257730852963964
120,-505.54997080519377,830441.5611211462,800079.0300299774,119902.17776549264,58820.72671234717,48000.00000028118,562856.1050091775,16576.954030457877,1619.718504680276,2920.7829504901492,2928.709806538438,257.9709728186554,157.5497049463548,759.6225933769884,30670.770885235215,14858.173412184773,876.7161178736842,7.089361820595117e-06,0.0001386923994361079,0.2803480939715966,0.010553364103589796,0.035417344777641795
121,-560.9507508802512,818572.5060779345,777257.1194738458,120579.94194440253,59990.69757278132,61425.00104308978,376507.2058566249,16789.124511604092,2400.2268648175623,2963.7646284714006,2779.798853575048,279.98430790581426,218.68637104939404,814.3346852509748,31260.229653602575,16394.47645738483,1098.085690674621,6.425126297629473e-06,9.982647963084283e-05,0.1315096487163545,0.010132637149029896,0.023874877399028976
122,-644.8137409668446,841451.1836986471,705805.5277659252,121344.17315210591,59824.065874794134,48648.10975454799,660293.2453835111,16392.542080230705,5021.877909402923,2894.6767742738757,3011.72405723907,364.20458158207384,184.6066744872276,795.8693221802951,29953.48273856302,37788.31018423418,1022.2571331815132,6.9161940372946246e-06,6.735016931139074e-05,0.44362466696180763,0.013098324239894139,0.03105806985196571
123,-544.5641858713009,830773.0984780168,733223.9012747889,118120.96529512115,58134.83159523446,62411.058432473284,608161.7630164279,16216.416994903451,3863.28890429356,2917.0076846925795,2955.0935406048425,148.55334306041675,120.62024559794206,659.1607817926283,33028.91020091818,10812.802043310496,1065.27548038519,7.304169446037388e-06,0.00014779235281650314,0.42250020186021425,0.00981259205443431,0.029724917655952452
124,-518.2823661124233,822651.0768837613,793968.1561961229,120656.49919663083,59085.87981564584,48509.31463685684,412996.44004538364,16638.647375424378,1378.539467104665,3049.231029954593,2682.851773000987,330.49610273072335,198.22919832065358,745.1980334985524,28866.196168399845,19371.519894472112,1029.0001992882708,6.5829902851593495e-06,8.346409358708829e-05,0.19871536828477795,0.012926774126894504,0.022017957103779594
125,-456.52348794381714,770943.8034212306,744711.3020179092,118979.8267154148,62112.45263760405,53651.65767927941,230805.18039583927,17230.950382921394,1882.4955622557832,3073.9464582223786,2405.8358858405213,184.28463715695327,305.61900627687436,740.2429535654438,30246.086012334363,13985.711320472357,910.4209131241449,6.147234909421118e-06,0.00011605354136261342,0.06888846537306456,0.014804175215474924,0.03722476480603743
126,-530.5594077278117,801476.5304029785,750522.0971564965,121648.69236622358,60076.28065741458,51511.707974291865,322083.33730096807,17011.65554267758,2266.626681043807,3379.436724292003,2725.8217870918534,395.77636980591467,263.6860374978032,941.4637943210664,30432.579904787868,17310.206260399995,972.963258688398,4.633208763705813e-06,0.00010417387204839506,0.1019552706265582,0.011216730992697405,0.029223964875811765
127,-433.1339847640684,797875.939490227,763469.0083652626,117809.9555277758,57942.73636080381,54939.918409665974,388089.197310411,16952.001222097286,1970.461400628683,3110.75387237041,2737.5785781438626,143.92092496702773,121.01638170286616,674.4196756010167,30757.52291225769,14383.284408649242,972.5232808551606,6.5454947765718615e-06,0.00012569328647222264,0.14729864914688326,0.012316224649246353,0.027156922230737752
128,-468.0869024425447,777841.4521196058,750386.5498996476,116282.86335156242,58885.640825120885,52073.74411364816,377321.8569988568,16813.43868063098,1586.608953737943,2930.4536832978574,2676.711124768674,61.18884655143177,170.02333028845578,672.7820135594008,27925.314319484907,21656.602948704225,1040.937614418293,6.127909868344455e-06,5.768205784928607e-05,0.13183179566172556,0.013872497946198591,0.01060260466169414
129,-495.02239053315094,807422.132541384,719993.529643167,120870.12458994276,57811.924984882295,60220.637671252916,635687.8659176085,17006.023364391996,2527.4555573119346,3023.139767655036,2989.786475366167,263.41327818597534,134.27599033468638,714.111270386585,30775.89261531132,15520.919825917284,1108.6863245808408,6.7282226366956256e-06,0.00010357693811202145,0.5327661798329711,0.010137730492602392,0.026715223753913164
130,-412.4228232870081,788518.4676265613,751581.1598906664,121901.75704543389,59130.51313344925,48878.81813409409,443378.05274176406,17250.674389791904,1386.903014341886,3269.2652760925307,2781.207386704117,480.6229299255708,145.31974522505573,743.6893803854813,30370.041229189723,15862.90267309325,891.4515677420845,5.4233803155269835e-06,0.00012129703195466317,0.2289989258752007,0.01523547601544336,0.022712662714236956
131,-407.0357750297992,806392.9097950539,754457.871096399,121664.16334183523,62457.19179278561,57561.945432552435,467637.1069000047,16670.47798846654,3315.2986319160414,2821.993514843551,2702.8929271568913,303.31106122334324,414.64162727120697,1075.1130454452602,29627.748965985018,14685.24206269141,1040.8572632967116,8.096564822108552e-06,0.00010078893570913788,0.2307141067810732,0.00998646259390653,0.026520627453064275
132,-510.7454586319239,756864.7215683672,718101.6833036307,117617.62976816724,59945.93911299122,50735.61934653067,372354.53854914405,17629.36274090301,1932.6218775810823,3222.732018497751,2680.1116819735553,121.14473614623982,213.26782215538583,720.4468002911279,27559.961291693733,22637.099739113197,1003.1342648370913,5.771277413298118e-06,7.961441361168409e-05,0.1630665141207892,0.01127156440101712,0.02130534392686152
133,-505.9890539908928,801255.1979504285,765873.1678439251,122720.35720910932,59919.38388164125,48000.00000061696,433490.46336646273,16778.385661901288,1627.7994760021052,3189.1277908549505,2854.474251459225,406.267850013965,179.48778574856948,700.05328343241,28064.78674896129,22213.51981416281,1002.5918320438566,5.68468117348332e-06,6.852892338917477e-05,0.18847557451725844,0.011057471054280671,0.016332793562274805
134,-338.4378095594372,798133.1059829497,772013.1816376019,120304.26036988907,58445.28570824994,48000.00000000697,518418.1921282903,16403.327101669805,1223.8816828986035,3113.901311667195,2821.889471684748,274.8547083205114,135.56726601289233,660.0001160148074,30009.267166601556,15945.604195958907,896.2467889557187,6.669388484775766e-06,0.00010129918093999913,0.2596657064754395,0.011034779917662269,0.01957971834596243
135,-503.80806551612665,775991.3926566509,729370.0874768224,122328.49984092808,59379.169703717256,48000.00000191162,438100.0521462258,17365.89354545824,2263.616876886137,3218.252559949982,3062.019733161192,375.3736403783126,167.49001451811034,815.3823308011464,29263.1672739203,15543.647563378681,827.8114780373285,4.813913604441537e-06,0.00012895660133466853,0.1282402532965958,0.008692464391226737,0.03345424835244115
136,-333.30147943093095,796578.9756326892,703509.6987500518,121953.04843512824,61451.997659836365,48000.000000670676,537023.6314718521,16770.292000177305,3431.434061657581,3087.911179797215,2957.54446719985,364.8747363756067,274.2665596937313,732.6991824673798,30640.94668246098,15272.859198907348,911.1860046677582,4.645817969041443e-06,0.00010268951565352587,0.2461226247090762,0.012792344851825097,0.014162454090068033
137,-501.22896895401726,802710.1740776424,769739.0154093683,120213.51641552635,60785.76113238173,55734.168930906424,434287.91233266634,17023.151308603185,1556.3392225178623,3307.859067170373,2999.1893557200474,241.77764505898236,305.0719095026406,836.9498016751137,33571.26421623441,10834.759807715202,865.8767396683104,5.554238155401144e-06,0.0001744296708646513,0.20415081183766137,0.003336748865897305,0.019349080389506137
138,-456.6996659602802,789780.5849114857,761956.3582569591,120099.01386270524,58812.19970164872,51674.54807588416,307738.2647461648,16974.32817669112,1483.2147332528582,3146.80842170716,2646.076956461233,240.59628479112823,149.90434736961828,682.0587969182571,29472.11374549584,14020.042810815652,963.3344153289526,5.3536522572441505e-06,0.00011425485264991027,0.09452953645822548,0.008552412416230493,0.03436032890248654
139,-468.2998855828868,799188.338098734,725888.0669444791,119626.79930559828,60494.82650820519,55010.46028897817,332199.23595079995,16779.77941488081,3633.30188861298,3426.739479273359,2800.722693700522,260.84484805795233,230.43479147790174,856.4963060417994,30941.767196199267,13765.836307653823,978.8278315154918,4.543476406283118e-06,0.00012988506674864022,0.10997603425252411,0.010392120598303472,0.01789930893225653
140,-578.4911284584553,840487.6136944368,798024.7698598107,123192.7788542431,60355.56920641156,52322.95415648456,536114.3021663298,16264.965272785064,2182.051542746676,3017.0960256786047,2885.793458257024,385.8297437144423,223.4669221797202,828.595516144237,30919.590160696247,15490.254847760725,960.7911964973479,7.365592614849527e-06,0.00012082043218859696,0.2743098755104021,0.010950651850895365,0.031864211335302865
141,-691.729945093753,833053.3024195177,798051.5550057428,119022.7901037684,56809.09554327212,50946.939127280064,465023.28012391436,16554.707515266924,1584.8069696170596,3399.4123702031793,3051.1917171368577,166.33377484963714,83.16951111572045,635.15261436468,31978.06411293905,9359.853872025058,835.4976869116933,5.863421903585573e-06,0.00015855877342550089,0.20300229008365744,0.008640152020077828,0.02171706993853998
142,-538.1953014425088,812471.8958393178,781405.8734068071,123527.37375143942,61366.221369359715,60974.48210782191,365088.7834450666,16386.874386191605,1716.0365413935501,3414.1929451401434,2895.4661214784664,436.7931220759167,270.96953849243096,880.8639989950731,33211.16070853742,10177.719842460336,1027.270885671577,5.214560130566611e-06,0.00014651089172682092,0.09768083780918463,0.008674864125914684,0.02909077549221953
143,-565.9574339607958,806266.1293863149,677800.117496768,121002.92721557077,59252.78476801812,48088.525125267544,677800.1174955255,17130.119155179174,2778.4661819073226,3035.127838468309,2948.2564438412483,313.021383427136,191.19115192010108,718.3777038663494,30608.18239882621,14271.725666802711,947.2931149215291,6.92180295148561e-06,0.00010477066203526576,0.6327602822143118,0.012151710724833831,0.01856899135851676
144,-491.1117384142426,802066.628603294,750329.7694833804,125131.74877504329,59279.563837194844,54734.203985709784,377716.2107199427,16835.2823754743,2831.568220424921,3347.552532582976,2918.113256820984,538.2329898033196,154.60878839565308,743.9343213527189,31196.787374803513,14728.550138096785,1017.9714567752388,5.408255227902332e-06,0.00010617118423035972,0.10034082920069144,0.010848702567322874,0.016919606991072464
145,-451.17323170566164,783237.058781143,732278.5223119609,124941.04133129289,61849.59359441713,53972.373497517205,482998.70735899935,17131.8361226959,2010.8031827319153,3215.1589800591014,2868.6263352995948,650.1326684570172,327.5306828489271,912.454484274138,29266.811613393034,19193.10382287342,1086.1265210380436,5.45049640259401e-06,8.352902304067785e-05,0.2394159946141703,0.009039298184610576,0.017313155559948463
146,-560.2624216223151,827559.3616165874,732832.080106819,126120.3892999877,60170.59204231745,48000.00000089109,523222.06250721787,16343.025109830047,4809.811477409171,3150.672654662974,2747.3199309353568,465.37246659609474,236.0864125551353,693.5625298787096,30943.485155043836,12879.242415802988,952.779918116022,7.048613957825741e-06,0.00010252918489338987,0.22551824447728205,0.015480025826914571,0.022639128867127614
147,-601.4164648251088,797644.4720809638,735488.0218716221,118915.59727404946,62617.309557784014,49656.21864938849,316389.87127642723,16743.526107920534,3006.9840211114397,3256.2094076660132,2679.9355057471043,214.16607373901866,325.78779750378067,910.3467504999536,27719.303132018336,35379.994996706184,1128.8294701349569,4.627295233388952e-06,3.771561070653501e-05,0.11763062508400655,0.008399412537598844,0.02158844237256959
148,-459.6963223511839,786192.3572538418,743584.1987130742,118715.97417653188,58308.361007683336,51747.69455622575,429720.9285794577,17441.46772602326,3038.728422477405,3108.9295911624777,2757.645237725057,148.46807286892655,118.99130680457834,706.2207974409,28755.405783848153,19038.228050334037,992.75648729405,7.946535301651406e-06,8.564017511973558e-05,0.16476951976763296,0.011942681365970504,0.03232560085250219
149,-524.5819779920967,810750.1343310372,755576.6345010819,124215.3048891239,58588.23636697884,48000.00000027001,462898.7885040605,16810.31740406295,3189.4998920231174,3189.200769859573,2837.0821728065753,588.6650295464252,166.53793072766217,779.7901026742808,30824.053001741326,12929.130176794362,856.5579859469582,7.064059398408755e-06,0.00012692783203785348,0.1638844262415763,0.01080307683863503,0.029049716841138485
150,-548.9024290282395,813119.3005556059,712220.8779490464,117476.69159628866,58117.3106754555,59975.19039371544,377915.88987829245,16839.410142983754,6874.672046753772,3026.7580043145585,2613.3468809913893,100.03630938228109,123.22706849029088,824.7353451668894,29012.84959246618,20095.503392179133,1238.374559468028,7.5716337530896834e-06,6.89969704500438e-05,0.14181216628711332,0.013316577545754688,0.02795471912482128
151,-483.8359316068337,787200.756436675,720520.7840062181,118848.1804410234,61032.999320368945,53140.2837861999,254600.3844709945,16974.5224364306,2960.583264161204,3456.64041719774,2619.041064939474,200.61871617843693,293.77824211955345,786.013575683423,28284.643562598267,21392.08347753824,1054.5274539268996,3.4388389298156666e-06,9.932178623287258e-05,0.09118075207953222,0.0114725590781403,0.01675558787367645
152,-630.5639191955623,781671.4416472635,716665.7588001706,119633.83965604795,59284.091476215915,53737.40501354908,408801.99365982995,17473.402466550455,3186.046439562647,3141.819588278706,2845.1883637388796,275.4409607686019,176.6711277181247,704.8467925555093,29645.67530566481,15376.949797991905,972.6392871821664,5.1822631783422136e-06,0.0001052794149201372,0.1524065412763686,0.011310973811788432,0.029353678399035778
153,-431.77654090776304,852016.2887291326,706167.5885174157,122843.20009076459,60002.624648714685,48009.589884429326,655801.2178834539,16130.170490312086,6359.092535651225,2898.7733053326724,2744.289534363088,443.75732640326174,199.82004979773512,687.2477407861154,31182.934763039142,14491.77960040017,956.6784688390969,7.911871483802728e-06,0.000114860296474476,0.4309433952557956,0.016624430032912325,0.022799916849122102
154,-450.0987044052746,811047.5093151806,764797.8571412364,119676.39610246575,58251.366611874495,66746.7107578319,512424.5435817735,16682.121162119085,2077.6032653812345,3218.4631249712615,2995.224038993071,226.61987037261432,114.58249436379029,738.3590360597416,32266.69861370011,12804.553811646118,1065.858318613434,6.10813719223168e-06,0.00013278989826434083,0.2444233134757549,0.008076373978774396,0.028797911115314184
155,-551.0291625101258,802941.2321924033,747011.1169366912,119476.0565198689,57913.21334558027,48000.00000010596,486018.56509584264,16917.649938567454,3301.601181272918,3075.808921288051,2856.6305791772197,193.87248863626343,108.75349177480372,563.2928956461998,29235.4389576285,18018.45985346382,960.6400129595185,7.177112010126119e-06,7.246688810952708e-05,0.20266594192245094,0.011394593182075037,0.0179365055544399
156,-456.5474450250908,754236.2838095176,714800.9273472711,121566.89622765119,60223.81798894991,58895.93119571307,400606.9842935381,17782.00989302432,1675.5374032843276,3294.0603141702227,2801.023215697873,399.51682425931034,227.02782397673715,841.1639240644824,28812.50320957676,16642.37343915694,1157.3685973889428,4.475715861693648e-06,8.907556224206027e-05,0.17559631701228712,0.014132722109431202,0.02508303223840346
157,-525.9506909557249,813154.8769987929,738233.6920190179,121869.10436832118,60355.951726215084,48000.00000022312,603948.6554979212,16414.13483721163,3455.702839799129,3260.4206311479775,2872.4438215182877,345.5649437727906,264.7341009802804,897.6129004718272,30350.572939850106,13474.947937654511,905.1742016476057,7.532450873116672e-06,0.00011451042352665103,0.35586279364620316,0.01159376229865141,0.01619801029346557
158,-332.7447145691297,769672.129923162,699469.0361194875,119502.65617119479,61418.039179932166,48000.0000005872,435924.5701742081,17256.5639991325,2809.0701815899147,3410.7057697210366,2837.54257215214,212.82636734865963,304.7768438181461,703.9931021148064,28085.2110213513,20540.854893627344,951.7341764724013,5.151266525077973e-06,6.877421098872179e-05,0.19563484695297695,0.011159403662897452,0.021316973224730907
159,-465.24694646227465,794465.1512623988,745417.7003163702,120355.64336378365,58981.54959747445,54189.70846002584,488974.8476725671,17385.006243113985,2428.7285178752886,2973.75333972504,2798.052179834779,233.4602108507934,183.6239682754179,852.4822993837927,32393.37976622107,11705.847129242644,903.4064157027672,6.8785165930556524e-06,0.00014029028946445295,0.26094744115627583,0.010899169997508177,0.023167292258263847
160,-543.4432360828198,781423.7153646857,731609.1142622795,117870.71531865845,60164.57125273875,48000.00000000552,366567.8321266697,16858.843377814075,4088.2117956814063,2780.8030107157615,2464.4349094421386,143.7662470489503,193.50689255520345,768.804574378927,28532.363650484152,19797.88717379228,990.5789039996283,7.778365555815655e-06,7.85138614808598e-05,0.14308073525445805,0.015690032472796944,0.012554392919341283
161,-424.5341634101869,814413.8070522444,744650.8239347016,123278.93734285592,57642.655215361156,48711.7910694449,442359.70568868227,16793.06203797662,2925.8827401824856,3286.1950327597006,2925.3610401396513,542.1574372733886,83.92410044601948,638.8487946715685,28972.625894830766,20522.43639381456,1002.0892592982749,4.774104696258842e-06,7.270466497828915e-05,0.1743239203878184,0.014221247128466421,0.016412176839467118
162,-524.4567691073098,840146.4996881818,693544.9661714545,126121.62776841185,60254.75359333149,50557.10683997419,656416.1458616697,16210.25428610702,3990.4127870913912,2928.73661068992,2868.2454271640186,702.3392153329227,218.85521294669886,927.1093897281789,30099.30963225394,35684.98739579461,1050.2869063746575,6.879638423616512e-06,7.026822339618595e-05,0.5248037001907504,0.015034964591487678,0.018644907539354508
163,-514.1380716038633,793907.3671658984,762120.9020396824,119634.04527016236,63014.22760968895,48000.00000296465,355975.58754450484,16790.75493828708,2253.2510186945465,2885.8047725250317,2703.038481257987,273.4801738195979,269.80688414775307,794.2308650980325,27803.006861925398,32755.011597674555,950.6696236760774,6.449588245873649e-06,3.541484160489276e-05,0.10209031376787212,0.011727960710124018,0.017672496918718018
164,-583.3541088715032,803523.4751690796,749899.0977931889,125772.45463882611,61409.35887032572,48000.00000106221,514961.40660673927,16992.07529622264,2214.9074184566307,3183.5791045738206,2959.3192955387826,453.46629895427617,279.56217834839066,752.9436684977259,29387.356009171737,16926.327217544134,949.6160005509169,5.9452566523809365e-06,7.577109102564171e-05,0.2645024063572742,0.0113147294009949,0.023505010369357506
165,-547.3994525499013,754590.9504466535,728736.2627405205,120956.38817054399,60268.6098860321,60534.72183936884,275034.2930884542,17421.13258254395,1100.2297357924476,3234.7378689711327,2610.100428408748,392.8132452095684,225.21132407142431,904.0651233808678,30384.508332057423,21958.578583645656,1137.556174361692,3.8097537473790633e-06,9.423590773867079e-05,0.0845946828703019,0.013689372283539197,0.020832369363579524
166,-486.0146390995336,780040.8823470043,719064.7223172892,126081.83602528597,65558.28629714249,58075.816083303755,420119.7051574765,17597.673773857518,2720.558509973336,3012.0874528998124,2619.861495612074,593.779139120025,562.9951946544257,1075.774389480834,31078.05621307318,12973.88202514283,979.8839088783061,5.7802341118380585e-06,0.00013100321549281392,0.2333810690210727,0.012289957657631684,0.02269532372478858
167,-331.3993486947667,777240.8607762204,666106.8255590335,120359.08377917064,62476.59561098147,48871.41360930288,350075.12965531816,16984.481962195543,5027.153295711192,3332.0543918729772,2773.9864406112397,259.4345005600531,374.5376096317518,1046.6446706877093,30363.643560509456,12806.720248353024,866.7226562830094,4.570194453981292e-06,0.00013965804689817376,0.11733488895388175,0.009832690967501553,0.01815251931941303
168,-482.40994585625134,792631.5296282015,759352.959508211,122349.05215404008,58054.39680160799,69749.79063928871,470513.03008520586,16892.744514512407,1445.0029890587875,3222.251056792255,2973.03469054564,368.5436493708014,123.70757199006147,691.3960687066588,33107.72242421724,12278.501014883574,1105.608859284816,5.588684105564755e-06,0.00013223899430080122,0.19410118670410284,0.008152905331262238,0.035211534128056624
169,-586.9056431003304,826028.2424775037,784228.5084457375,120243.62922570249,60811.556357180365,49822.112569108285,335656.99933426955,16400.478994485147,2656.176149328022,3171.5094022961243,2612.801115102597,237.0505716543969,282.39319493711855,957.2674282764691,28551.932870766806,30587.605494416784,1080.8163276888447,6.29232270398822e-06,7.575784632129926e-05,0.11956566550759261,0.00971441761178827,0.024913714798390437
170,-475.1679132544627,746935.9615612213,678270.2455638878,128233.96379267045,63235.328584305025,48000.000000013875,329503.839196416,17547.81779850107,2050.624726180642,3755.164712308645,2848.6468936449655,706.0864031455325,393.8368884808301,917.261507938683,30840.455354789057,11104.20594841435,746.2906571053278,4.0791299746137686e-07,0.0001650542199996838,0.1370632964504058,0.00836497647793387,0.022998621849147322
171,-468.65187871714977,785850.189296911,726828.5381646121,120715.4386749336,60893.99995949625,49679.71625614261,361587.6172726526,16775.193653919956,2813.0634011278526,3388.9050113166804,2884.3942177292456,347.0912175821686,336.42151416384235,954.3179555278616,34102.333003780775,9416.696953051733,723.1963332974125,5.020035178968077e-06,0.00020185458593861456,0.116339677425599,0.007918513584148804,0.019571623517525602
172,-462.47800363081967,781198.1461122795,731510.0826194744,117054.41012917574,60505.940339917644,48711.84974347975,421807.0066515725,17038.990214682788,2482.2182067612184,2838.88296409001,2761.0371080053396,83.38075916251728,238.7822121707954,718.4154891048006,30490.113329444404,11078.48011360466,822.3452430924589,6.289141794744766e-06,0.0001478370570737973,0.20363616185984224,0.009779693722366072,0.028574683780282866
173,-676.3947800309529,764224.7674165935,727994.9624421826,120186.73436984555,58348.62319258055,57979.56626692621,427326.9534849951,17599.523725109502,2309.932369630004,3034.4490787309,2669.1052833500416,257.807830053243,124.3979075644537,588.528097908986,30207.043936001617,13560.618379834936,1108.6583723227031,7.044798983306508e-06,9.121960626426208e-05,0.16842951190685695,0.014957622922841796,0.018682289712354208
174,-461.1252426512126,779355.8867404208,669167.4922463322,119854.27977856954,58804.17557391215,55975.6409924533,328014.0743306182,16826.5345329354,4904.098303697283,3261.3857466980785,2801.794078704774,278.6350309280104,159.53330976806242,640.8168297734107,28851.376449849293,15895.606915670649,977.2483873667962,3.700252101700577e-06,0.00011868914378542362,0.10552436149948922,0.011430284458438866,0.034082668454020394
175,-530.4246906346532,838766.4150795328,764082.7933015835,119344.05295248877,57727.994121160875,108505.23568446285,494790.24403805094,16083.641963118218,4540.908584698041,2968.2784778670684,2899.9892971086283,222.61888320631968,89.1459123446687,568.2379217604065,34772.587105742765,15491.262140144287,1568.8758122683005,6.367682760244585e-06,0.00010638465622247572,0.17898629661159823,0.013762348670775089,0.02201746604921759
176,-393.12847493947623,774114.3786695527,745785.5000465704,119593.29608698461,58504.55553523236,57248.92759700527,440192.33250717283,17488.91930673088,1321.9793758541516,3158.220696177971,2857.716242111202,254.4369879952351,114.52284210565914,744.189388299569,30333.184201634118,12869.175159405982,1023.6136115129648,5.640044709234229e-06,0.0001256460855628731,0.17491332048025174,0.014409707513538775,0.03213054716803019
177,-551.8924853488346,820988.6343943878,807090.8908457628,118038.9097632609,59198.697639348684,56001.849668886636,328921.5555439618,16068.687477897432,946.9461503104322,3062.4209692454256,2495.09472682725,158.62171136201337,169.39990965510597,691.7275201481245,30008.02339056394,18750.94558624192,1084.414860316437,7.099281480447471e-06,7.444537993356377e-05,0.10980922857059906,0.014688212199607071,0.01879875118444426
178,-592.0819900633028,776254.7600415634,724208.1917897464,119602.8967989784,58411.33898184926,51940.64996888167,564364.4378070558,17129.70462838107,2286.6342725213285,3057.9215556400377,2873.6151096544672,202.76949765364054,131.19953175577263,707.0898781553966,29968.798368590673,16049.526740320076,906.5582428022817,6.84260985358827e-06,0.0001302893283257383,0.33215064223112123,0.01005229089383108,0.026944540411906907
179,-337.39792333915193,772591.2581850417,720941.0109998595,119066.93110933337,59574.65283127234,48000.00000056333,589369.4548475125,17585.777547251055,2052.015854682482,2981.930349513868,2772.6388750000633,192.1038564646084,204.1809956476153,784.7179439079123,32144.704115826662,8629.306576259909,714.2771469519371,8.708554270235707e-06,0.0001976805190056862,0.4778318791505941,0.009582572704563266,0.0248489257257031
180,-539.9668550030697,807466.7248850442,746616.1405635895,121618.82724953862,60439.15594861314,48840.051456958136,474781.95672259753,16477.107145322338,3145.540281449269,3101.0235205166205,2829.5475911353337,367.06206565823766,214.61436567449917,760.2201270370936,27674.441761717586,39847.6624817214,1108.7740670499256,6.4844747206584285e-06,3.952512666496031e-05,0.210570387007379,0.009302812142294167,0.023977962317065466
