sample,ll,T_NDH,T_OOA,T_LS,T_L_S,N_Anc,N_Vin,N_MH,N_Yor,N_OOA,N_Stu,N_Ust,N_Los,m_SY,m_LY,p_H_N,p_N_OOA,p_L_S
63,-130.47869227831126,780976.5601634813,51626.71253394099,50178.599794031834,16996.67580250223,17197.904329602134,2368.49459755685,29472.50196794815,24930.265527143118,99.71733846595959,3425.305052385124,1436.0818814399865,1461.7113973998855,1.2175801493369415e-05,6.400539417785279e-05,0.11802274416110518,0.018192874276132354,0.40013043229994677
64,-111.19014061622707,792112.7964325838,52980.39042744078,52053.83643955521,28301.685555178577,17036.1743900497,2288.6289525565485,30233.451624421614,16324.671061686518,59.75807011340221,6190.286972219206,19999.999999815635,1466.3404724617642,3.991624475651918e-05,6.695045707350925e-05,0.133024920685392,0.021700038120778642,0.5523587146800518
65,-165.65229703917947,830097.7032371282,58650.642745133264,58065.005034355876,25986.200959941925,16739.26040606543,2623.4027025756923,29687.188610195597,19168.018866326263,51.508781502135925,5567.36472316139,19999.99999987944,1479.110141382628,1.0000000077873442e-08,6.942410819849022e-05,0.10404475190391516,0.024521589214110115,0.5845299524482033
66,-124.44632109125763,810183.9845060967,54259.812687430065,53058.58696852733,31506.462870720952,16506.07743949827,2415.1175030352583,30232.432796422556,18049.729816122057,83.31472014048443,6030.7677027916325,1488.216845563571,1580.2788107614049,3.667484446942392e-05,6.13723204755735e-05,0.12542365908104453,0.02232946918573293,0.6710086420688484
67,-118.94853629162468,793765.8788058182,54591.10861863808,52983.743490132816,28955.80151249604,16854.55304271815,2321.3484864876464,30213.7875394828,15224.933011151481,109.37550330188901,6989.471127103097,1786.7367976912228,1429.3576793431607,4.299840967166517e-05,5.639834508411382e-05,0.13388381294572885,0.027532761321493213,0.6521753329251935
68,-162.44301587048315,840654.6657781563,54280.816202125905,52716.37632398137,24440.64755324607,16378.837344576305,2233.654479408586,29429.255192077097,22834.463401647274,123.52257899466206,5419.939560245031,2558.4260492243875,1564.0355879279573,1.0000000020764634e-08,5.879924926083866e-05,0.1542744927763042,0.019146012992828074,0.5382428149340218
69,-178.32292532908258,759601.1219421254,53588.04810422735,52238.029818619696,23198.88154512417,17433.593658096794,2540.382794506684,27811.466520488815,22879.271774371773,101.6598592385881,6509.104486812568,1160.4161624053984,1342.413410021184,1.0000000248377731e-08,5.925272038477329e-05,0.09946449855502586,0.023641577999028794,0.43377806053421974
70,-115.37621760355526,795129.6084250719,54150.746449864724,53233.21017582515,29166.290823726216,16563.13953869087,2417.474584318416,30241.758873854134,15190.773813878002,58.8568382784016,7622.868430812479,19999.99999980309,1341.0674593315082,1.3225417579158944e-05,8.377438357322426e-05,0.10363959762989186,0.02870654930507027,0.5801017873392698
71,-161.17190364678723,785386.8877091132,57017.81020884089,55013.95265093602,31616.84554573578,16820.805859996406,2369.016780045382,29045.79843268675,19537.762191196984,148.70673328917482,9999.999999999209,3555.4945384993207,1434.2003121616742,1.2777423219378823e-05,7.584358095571904e-05,0.12146633672155205,0.02133286621313603,0.6935025021402708
72,-140.095314927247,809312.5478076162,53546.97440377723,51654.66815106769,33594.32695116508,16806.233357029796,2529.388431383186,29028.97989573088,30890.32191375557,135.61898257104593,8026.12586816057,2555.357714294454,1581.0450231378259,1.000001358016018e-08,3.877958620597626e-05,0.10084258398064654,0.025987578114217463,0.5803971250132677
73,-164.17923613431333,806910.1052212944,53804.121523762195,52363.947414099624,35715.03150405652,16768.477550793148,2478.4139869522355,28508.62895223556,25139.767442305598,114.3236969968417,5750.724413836622,718.2432133161747,1520.1461641122967,1.0000000047822316e-08,5.127067579633921e-05,0.11224286335148881,0.01793388661795777,0.7539098758990431
74,-162.966024988972,777443.13618259,53830.93051895597,52153.08938848147,34717.61720060551,17103.93047064515,2408.2921391395057,27878.016719947253,37484.84045541748,142.71348950644185,8568.282085534203,643.2853041111451,1573.785566197266,1.0000000133870747e-08,4.668784535209593e-05,0.11821332607225354,0.011619652264310321,0.7540462378808591
75,-150.7369520592844,757058.8229009421,52864.298773835515,52101.7958811164,10622.346605374565,17462.902241905816,2578.6642701126602,28194.166785510388,22495.466320619664,55.093714277015806,3647.316390665791,19999.999999973126,1460.381352591226,1.0000000000115268e-08,6.616096687512379e-05,0.09363861449623233,0.014289552095635075,0.35773196833093956
76,-153.91653871252927,811864.5054060742,52956.1575694033,51231.66248832006,28207.99398184965,16740.464404065682,2317.980201478796,30474.717981284073,16611.210634367726,103.57908786326269,6805.517691632135,19999.99999999998,1279.6470509685914,3.8899621121366384e-05,8.62626455664352e-05,0.1480828881164958,0.029919107730866795,0.5846238521693212
77,-147.7883242761868,815324.2377697211,56395.68628233706,54713.85487358874,30809.11780736408,16690.329496086768,2366.6959869027746,28739.209803846836,26989.036991059096,141.28563157497703,8246.167080475157,1466.3651469059735,1596.1804548637533,1.0000000005388028e-08,3.852026375720813e-05,0.13792417433701964,0.022038344239179827,0.5976169285708794
78,-170.3414006445341,783333.1010007865,53564.29555559252,53254.190753591705,32083.233845059258,16929.379736868967,2488.9863337320403,27530.320109296063,26414.926824286085,26.91915835657138,7713.378346636681,1008.2069347844576,1777.8801669826673,1.0000000000972609e-08,3.200539531973134e-05,0.10773609894444221,0.016266464767101727,0.6825787359838429
79,-150.51798357272287,774389.499986492,56348.36332428558,55483.0995673019,24434.049844426136,17281.831596920314,2552.948384536995,29702.79312827806,23035.946024942972,62.04487863944311,5376.353813175057,1176.5868965413238,1347.6386234274416,1.000000006367584e-08,8.286025818298708e-05,0.1046528708880371,0.019917006617888856,0.5398035405078765
80,-109.44271078517437,796175.5316164325,54158.70376653217,52961.3070559862,12944.846950229026,16742.13751889149,2420.5075074900888,30858.427321826253,13245.09730163809,74.05764837079177,3534.2418058064177,19999.999999993128,1441.2453843739731,3.362433265622981e-05,8.705571085779054e-05,0.11899266384914922,0.015979317861715695,0.4083347417810004
81,-172.17746854918545,824410.541139992,57313.10387214324,56397.22079559049,32480.984468389408,16486.66243577935,2684.019122627334,31140.84978349315,19412.89404465333,68.55736504928886,6912.515600340776,850.5743159969539,1480.1418413208626,3.786766301660641e-05,5.8445577669491174e-05,0.11097331815244671,0.022178444419216216,0.7701780440057419
82,-114.44442864578487,828362.2715349066,55342.35826855551,53345.05776216074,24957.78170350843,16591.88857220659,2348.1230828010684,32018.808498865397,14681.356367711485,124.15029633285715,4283.942728382181,4625.919796178738,1527.953361170303,3.726548974537373e-05,7.011414372816804e-05,0.13139802695440636,0.018435438772980494,0.5047308559151577
83,-126.33782354974078,803122.7137351002,54394.882975801906,53427.66618266087,23311.45750035863,16949.681985572348,2355.5357738598377,28686.13893024169,25731.92510829264,80.44793544796838,4846.310070318174,2231.6822428662454,1451.5060482439044,8.107814633478742e-06,6.176969138409135e-05,0.13509766229031392,0.01704756322158361,0.4753894211745655
84,-147.15369784620367,832285.7013856524,57248.5493431359,55519.46184276892,27981.582575359236,16582.135114426503,2396.2075225501726,28478.4776237535,25808.159166241836,143.34523166532352,7211.943149465713,1809.6850269740592,1522.2049508259431,1.0000000111180132e-08,5.2199256767696365e-05,0.12393768022072645,0.018312857509486618,0.5825296315207948
85,-164.15634464622525,832511.4137062834,54798.57419996192,53287.85759529495,25990.679348697708,16285.350323322768,2201.8922323854677,28851.77038010018,31627.17589057869,124.08561833552714,5158.667287933249,2432.4187028529254,1481.4860766108482,1.0000000069270616e-08,6.412083926483969e-05,0.1517769220840619,0.016579455117858938,0.5454624570473153
86,-251.25607487905827,783730.247568841,57925.72025220305,56865.48640285933,27240.890922890307,16988.837234424976,2340.9970552963937,26810.236803545537,47808.98191970717,101.18642285216099,5376.897502961508,3855.133354963316,1614.0850679162902,1.0000000072135738e-08,4.641615483457894e-05,0.1260209125185501,0.018850199367838022,0.6117539299113495
87,-186.68259327291304,780293.8692047358,57650.88159295644,56396.52167189152,24216.4533080185,17528.819483349544,2408.7363015622013,29495.482063859297,18098.304830394016,87.4941849511973,4760.121971315048,19999.9999998286,1421.0025046790192,1.0000000019057449e-08,8.956687417538726e-05,0.12277253175653667,0.02068816236288103,0.5156658830825899
88,-170.15768285163824,801631.9999193028,55054.345760671036,53780.70565504846,26801.029822493074,16719.244695975423,2546.783378958798,29329.72368073883,30065.06949506605,96.35045802318155,7522.500623961652,2184.0534049910234,1448.554721641939,1.0000000046688822e-08,5.847582771026596e-05,0.10554953332168557,0.018058447976670947,0.5510250294946321
89,-165.29672816773945,751323.2495109101,55103.026900096556,54283.79680824568,27956.091729636573,17547.996448807393,2274.8980601270378,27463.96444603493,24031.397870347704,67.64074562536254,7306.6619231631585,2089.753552201362,1347.139052514427,9.688898920461777e-06,6.591228644744548e-05,0.15219909216645608,0.019666065140988936,0.608493972001104
90,-132.60347247855384,751377.9640906898,54699.37707672697,53511.33554043626,24019.720895914987,17700.563278050216,2432.068929449733,27700.655382268706,24704.11160543491,86.61274989517925,4920.969324637444,1917.1436687815842,1527.685560413453,2.0577680260384297e-06,5.190835532588488e-05,0.10961115709335245,0.01733714511357493,0.4702603684644615
91,-204.17439650624783,794317.0486867412,54828.447161346856,54109.74727374789,16884.990336318613,17079.872665673673,2374.954016427012,28097.772169225227,18434.02634469864,54.49887613125551,3335.7640798274792,19999.999999836204,1560.668958041673,1.0000000000796962e-08,7.086391964602423e-05,0.13679342843029388,0.018884950724948845,0.4230673016692124
92,-130.6064796087366,826092.1091095138,58210.532314401986,56547.95101277004,21993.228749963266,16530.04250435486,2554.3980835096772,30776.690552366385,21558.40030998941,120.28510776422584,4488.548940498083,2093.84000675284,1472.0918721926466,1.5829884346025887e-05,6.78043228405559e-05,0.10077638868490021,0.023759911337079966,0.5187198465491243
93,-150.14272159203608,820855.8404470502,58021.6621919982,57018.55615207891,13957.37249358064,16950.906104689184,2355.711092513418,29232.83486298345,18860.96405118676,68.85714665506688,3353.825709649621,19999.999999821994,1468.292559856176,1.0000000038214712e-08,7.946285626403364e-05,0.15852035202992926,0.022678237490523452,0.40923045932834823
94,-121.98707177564734,819590.1470918318,54268.977814443206,52889.810584727784,31355.80983666423,16504.226562041655,2377.5004543394866,30017.546400924533,19016.141520532263,97.49306523948574,7581.393851657148,634.8486055194342,1418.0700770037204,1.1213127684756707e-05,6.814678091252534e-05,0.1203680432924823,0.025947497216903485,0.6524747691181279
95,-130.1673288306249,777274.5387629451,54034.338855270995,52786.897799620274,22287.363344104397,16809.474875450152,2362.2808835932133,30068.087683982332,26659.705765144194,76.3515162644026,5281.297592797903,1655.704838334165,1449.7421203232207,1.5055380047397333e-05,8.83456036548694e-05,0.12487862443293897,0.015800350164187644,0.4352137407698646
96,-165.60924154245754,805637.7818922143,58023.24711887559,56011.22448875492,26871.416290270477,16815.229290713298,2502.5310798926785,29267.517875078487,25678.045679109855,152.19458472569366,6613.556751396349,3598.988536551619,1650.2665034482245,1.0000000130643568e-08,6.170079015604304e-05,0.10747940778794061,0.026934341329643202,0.5993052506852256
97,-131.68526470994544,782878.8760882089,53012.63319628281,50766.05314686196,26921.516428497776,16752.43457881544,2366.198604352762,27229.097667514707,31736.71960265769,162.33980782334856,6299.221205760123,719.2585235856575,1753.7270102116734,1.0268858386608817e-06,2.9111886059647396e-05,0.12964006398495073,0.018181991099873118,0.46864656059775434
98,-88.51705553228325,821181.135488881,55172.02688218122,53621.088345372824,26887.421079024796,16479.906049287012,2360.489250293476,30321.23804084607,14358.234078393103,97.48428784383795,5281.974916683437,19999.999999803982,1580.5811284229048,4.687844535848399e-05,5.933690580969834e-05,0.13734018713587345,0.03074406266154215,0.6060956030645935
99,-148.17585809580459,790104.487373932,56379.419664415924,55638.42136634298,22684.930682381673,17314.248248252272,2531.0939755020568,29125.171680819698,25016.64995949042,60.26484687859374,4086.8501742001417,19999.999999993055,1422.6341998333653,1.0000000013161544e-08,8.424027754654219e-05,0.1207908069853496,0.018557863161646294,0.4837007111898706
100,-179.08647555725724,838347.4198914323,55585.3073699541,53868.65421532119,33168.54039617646,16426.960296268582,2351.282632924748,29838.730298277867,19711.045598695848,136.22762482900976,8526.8814496156,850.0162499498603,1662.2414238204935,5.098480548978392e-06,4.5849254250843145e-05,0.12977727424997412,0.021391459403613134,0.7348340161729112
101,-125.46753925880853,818773.0254702215,53720.62497324363,52195.110797497095,21855.47209862831,16701.889190759193,2563.460314669401,32197.300686443097,11869.908588953824,94.21465171467663,3442.4619313500634,19999.999999999593,1586.1578223151819,7.473072766232587e-05,4.9861032358691e-05,0.11068490214790626,0.019070818112010644,0.5206411881163837
102,-131.97731457209954,809907.7553824754,55230.75777776981,53907.121491753875,30747.693443299857,16708.78786575293,2359.7223904602715,28094.803278524327,21422.71055597515,94.47232562589903,7540.953859578103,1313.6781052135673,1576.9175967348312,2.4321441685661725e-05,5.448683329346235e-05,0.14244323481791704,0.02280558883953598,0.6755465570179068
103,-141.42104497970678,817582.7323859453,52861.46317821439,50844.289251765054,22253.71289460404,16799.270332190557,2346.434680367705,30756.344125005457,11562.062105001693,124.30275744511653,5999.43115257113,19999.99999989237,1451.7297128279206,3.2470145454512305e-05,6.683056465226679e-05,0.14355378868254964,0.01862311486522263,0.3809629584225404
104,-169.92165577637712,776275.1730830264,54061.542874408566,52703.3356733473,20692.172297214664,17042.200280663572,2481.849029617127,27578.290219483362,23043.662087716726,99.65551667436907,4574.343519029251,6210.002770418266,1416.2430163257563,1.0000000027820324e-08,6.727515712181782e-05,0.11324429014026649,0.01878813467570481,0.4608636453252405
105,-107.67163522267576,828222.4910278821,58481.86302776319,57529.21060583714,23105.991744921386,16197.82123386202,2259.770027785577,30775.629871862726,15257.783658871478,68.58022194512162,4593.75947077246,1434.6978972319584,1312.7411099760866,1.0000000045118026e-08,0.00010795219205352013,0.1345338480338616,0.021609397633935,0.5202971702050218
106,-145.39850921229782,859212.9265709459,53696.34616880464,53220.59082615127,29154.071573295867,16066.16346280118,2307.5496640839274,30083.891553098172,24874.453922009965,36.04367014486792,8332.942858857194,5805.045936667633,1701.0503470819783,1.0000000232108576e-08,5.008881104038384e-05,0.14327702016287694,0.015435360675946079,0.5622251798185972
107,-179.03157291849828,838871.7627988715,54360.16541244131,52907.607080496135,30783.60539601701,16329.141627693385,2360.4932581541757,29707.939285661636,20032.232510223133,106.44857585069936,6702.943202282413,1154.0737838192522,1463.6450331723863,1.0000000020077682e-08,6.185930870420439e-05,0.13957031845171652,0.02408359255179024,0.5956877595036213
108,-200.3772536534312,786934.9227156909,53593.512988428534,52350.756377575606,28292.132493162928,16922.74159171279,2448.5292577111704,27436.0193965394,43841.59889037244,92.90248722651582,8990.042789565021,19999.999999870026,1611.4759771198821,8.38182509400371e-06,4.128835469191269e-05,0.1126415830348821,0.022663949923308207,0.5651601098316619
109,-121.35092834334469,809905.7059202743,54670.8867706832,54073.690826261285,26976.208244840112,16855.55445257313,2303.714694491123,30503.857669332625,14772.417295358591,39.97460104168407,4531.902689567305,1219.813915699057,1551.0093143808144,5.6201999194221584e-05,5.347347440425009e-05,0.13965403330653167,0.02212670360158793,0.6042965651557011
110,-197.55047524077838,763374.8428639543,53687.314407435355,52585.497621050185,16564.55988136519,17509.181658611044,2519.8777812511926,26677.749849108117,41220.26314268929,87.64680824320942,4245.904734250832,1766.0531854706123,1683.3723742730754,1.0000000055850347e-08,3.5841689679482094e-05,0.12413622478450152,0.021613424859532035,0.3523989217620698
111,-169.44313967431862,829192.8172325918,55567.52099826273,53547.668653810135,27263.683796460107,16226.738803878143,2474.117810745054,30541.27892423368,19703.24074076382,147.1564945083695,8076.168061930423,674.6304152830484,1504.6657843976463,1.0000000270656905e-08,8.316372551248863e-05,0.1273248734632145,0.016446894804248192,0.6531007520245357
112,-135.93659103574277,787856.3707376347,55650.8355804785,54411.284675974355,15682.151364361565,17213.566687493712,2473.0436121023254,30267.912081398954,13461.92317407142,84.33701186338841,3979.03802374887,19999.999999836167,1444.4108986965878,1.0000000024691449e-08,9.776215567930243e-05,0.10377643221323408,0.016847524540541038,0.4177255113979519
113,-145.04845187993487,831096.8402660853,53036.880790073425,51299.27915563853,12908.812198705551,16471.878484294502,2192.229160913682,30150.326980967733,17647.325459786534,114.32745630573802,4929.124428635872,5136.992234470137,1296.8352022433664,1.0000000113227136e-08,8.681349176124819e-05,0.1499104903092848,0.018236898611134703,0.33011912802949983
114,-136.26491366764782,846516.6055613785,55608.048240622775,53925.24060412225,34456.66165743917,16458.996534140148,2450.247130129392,32982.372560919226,13891.36262670509,107.59567817320875,8285.425545709339,2243.4052607059475,1596.5061217034581,4.7771585388610857e-05,6.593972111135865e-05,0.11831328208736965,0.020837227980742785,0.7999999999967727
115,-159.04423438448137,735616.2599460676,54314.74853673018,52266.89793644786,26663.78213761053,17966.382993094157,2471.4446973971153,27974.15038055917,23468.671641533852,149.31821061107834,5767.856393336169,19999.999999880827,1379.0212554084521,1.0000000025523814e-08,6.969629488907203e-05,0.09401354828939368,0.02709152618705217,0.46178225679410145
116,-193.5567600328759,788161.6983326304,51803.28817408924,50909.393793461044,34599.40101250511,16976.35961478548,2639.368406246768,28317.270751806125,48407.82834019054,69.41651304874284,9999.99999999768,989.9131818165841,1539.535462594119,1.0000000027822243e-08,4.813855251969309e-05,0.11162351778809342,0.024346585767143422,0.7764867380400886
117,-188.79000661601955,759972.8424826814,56199.62123323935,54691.74907762416,25886.580104643235,17762.581502884757,2293.8267851738087,27137.16279681166,41642.40096647353,120.13384048016935,7708.348341775253,2137.496907403756,1547.280447357004,3.6591640024279527e-07,5.147402404827481e-05,0.1526626815809706,0.023256999110549893,0.5442368178934754
118,-144.60402476334409,787500.1785044756,57874.16934398238,56686.11092659736,28960.425047131677,17132.038340757583,2385.618120947315,28586.095394496504,22571.634584939115,96.29448645849668,6528.917331422371,2329.0739608741264,1405.1842045611352,1.0000000106863196e-08,8.593511810832315e-05,0.13669790341561655,0.023367297835157584,0.6151004313330742
119,-151.40295913918663,819463.4132935283,52794.98157555373,51360.88969584255,24578.530860249444,16747.116532844073,2406.085910209622,28266.291154554136,32266.23396368902,111.36850769199876,6300.845913616952,4322.650214701816,1796.736115818283,1.0000000002345769e-08,2.7032360897795137e-05,0.1267481140419663,0.0156357084904277,0.48441337874471047
120,-139.87160077002838,812553.8616377701,54963.72716981324,53190.69278328491,20566.754032430243,16688.156976803704,2277.287623299268,28351.040063886343,24044.556907560833,134.3963532961398,4104.722290954791,19999.99999991184,1520.7866098770603,1.0000000150357328e-08,5.3265292628756376e-05,0.14014429341154708,0.022213857702158165,0.4594284039417925
121,-150.8501827465639,774892.0300223057,55653.749508959896,54056.36799897103,24140.565285881086,17133.882175159215,2436.0677199733905,29104.531014395314,19772.042241697756,101.99892710120197,4372.978446606399,19999.999999842952,1288.59512507059,1.4414206497401814e-05,8.885600730338202e-05,0.106638205818474,0.026249794826477876,0.4620959260334511
122,-154.25230519169364,813784.2708628153,54231.86901901503,52984.8299197055,28466.790093567633,17165.498272350647,2295.1280397809896,29069.568816027862,25822.567177953624,95.65314390694452,6843.794650931118,1857.9683683510734,1476.0857016739867,1.4565670032763595e-05,6.0332884252508615e-05,0.16054224590869623,0.019338127702915306,0.5393938960036053
123,-121.85975326944789,835630.1954683476,55404.58326015276,53352.470009893594,20780.024111308638,16920.691971409557,2437.6196415094246,29550.794357429233,19187.021612646655,148.24177295245138,4165.34504561718,7043.153280611354,1535.0526831935758,1.000000069653965e-08,7.531514261622603e-05,0.13475610337980293,0.01869427481244554,0.4407412345498956
124,-172.29545716123843,828410.5661596784,55207.06419767597,53920.15250612721,29471.150176117666,16839.17435051854,2336.150096397668,30600.0814835178,18694.790565494553,86.51902998331504,5515.958922112231,1551.8675238264286,1527.0385768924,2.691325386665774e-05,6.893266044576598e-05,0.14977579391398851,0.025427494536134423,0.6239014987109609
125,-137.60979681748825,807770.9902398296,54552.93134382995,53291.43329754294,18383.054325445177,16725.899849758804,2356.3546962164305,30342.000052532265,15127.134607246922,82.40401687570831,4509.83960506473,19999.999999882923,1424.9173854482708,2.6397914018523576e-05,8.859010296752837e-05,0.12372039456998891,0.01961632429672071,0.4515841792750172
126,-212.62912337002643,791716.7198357811,55472.911232370585,54209.61296736834,9948.357554117792,17099.514396748375,2300.418743827522,28462.883192338406,22271.625387384523,86.74048029308685,4449.503647470367,19999.99999999224,1379.740219404605,1.0000000109730981e-08,8.317610785678023e-05,0.15468835629901448,0.02200723623066492,0.36728918236782415
127,-142.66529332204055,821871.1292195574,56046.130804714434,53321.15205780422,12496.504613936726,16288.871589263314,2524.0733913932804,30806.781204264098,20915.741858642894,194.50137512354706,4097.660812388764,2994.328339063648,1360.3070952537917,1.240884332988002e-05,6.7285499297432e-05,0.10320216516098227,0.013330728314696616,0.3622619010090262
128,-141.40630968175634,799007.779654041,55447.85303753824,53229.7215669992,12015.778631142639,16783.027219931195,2319.6483940895578,29746.61075785881,19659.326194364497,157.14957527989625,4071.6503065842594,19999.99999991255,1319.337904479621,1.0000000023155646e-08,8.619707399039813e-05,0.12817674804609527,0.016789704157222054,0.36653320772610154
129,-113.01289975400331,812238.1231932575,54258.49499351718,51831.84791295389,12617.36736056168,16807.647126037748,2225.978102256108,30406.457961902463,13500.831369375608,144.1945099505955,2801.8471834235393,19999.999999930707,1327.490636006772,3.8979731572794044e-05,7.99240719197216e-05,0.15106907615414225,0.020277646202545723,0.35037260255040537
130,-152.0087870644324,803904.05918519,54116.466863484704,52561.279867490586,24274.358540135843,17296.949698459448,2380.8986574427754,28696.296716149354,27722.59696268797,107.78754858097827,4806.92488174841,19999.999999777938,1385.911389255209,1.0000000077964178e-08,7.045152965216991e-05,0.13455711312516658,0.031789864317122295,0.4518276746098667
131,-144.97822001251006,846628.89402294,56377.91963727103,55560.93434347956,27591.556291557048,16214.008506834602,2191.10802780793,31304.114062529738,13691.915016824736,57.150042628331846,6102.240890967849,19999.99999983265,1346.7505514387533,2.8535479205947425e-05,8.665782919284589e-05,0.16641078312664917,0.01883594168009815,0.5777097196597477
132,-172.62183710505366,789756.4008860806,56311.34205482408,55430.9855875235,24530.53320389991,17059.795577084446,2438.101134790492,27449.168391426378,29679.736919007486,69.30731824766265,6852.692981754515,2449.7536021092483,1668.5959081940155,5.848746919998958e-07,5.3782860653002006e-05,0.1216094402029477,0.021586398167016345,0.5162572580724009
133,-171.74277786201162,769074.2864456974,51590.97460186218,49898.77765208504,25810.433539598514,17039.25638156989,2607.465820230938,27513.65002906607,24856.644546183787,126.18415785920334,6642.45165574701,19999.99999995831,1613.9879509271357,4.273833949995438e-06,2.970372364002447e-05,0.09432731278036238,0.014787902700081486,0.4652181584066846
134,-123.95639616771257,787101.9643015906,53580.59980042982,52899.83965310908,31257.324056383033,16969.889857179794,2468.7654297677545,29389.15919785175,17139.345589761342,47.25115724405616,7062.22044939443,19099.899638374725,1456.60608770287,1.956131008413077e-05,5.544556362242498e-05,0.12141911469581555,0.019332325194439646,0.606811108528747
135,-139.8092429353854,783966.7392066083,56087.95327564302,55288.94431912052,21251.978021315157,17064.259457934037,2457.6898446737005,29648.2759327513,20972.773007856464,60.67793447004098,4407.799690695304,19999.999999991174,1385.0752608570967,1.0000000273460139e-08,8.175665126336459e-05,0.10599860932610433,0.019044839856660438,0.44214428470959477
136,-124.16730225068454,810274.6222558761,53383.78721852645,52238.40539082085,28456.944683887607,16645.00646670753,2511.1758492291656,27730.608770333078,42548.52700828747,89.52120569390176,6294.1314292301095,1275.6550010480664,1654.7032523971125,4.674083667665913e-06,2.820533469116476e-05,0.10807732897280506,0.026360680041784976,0.49265216916111787
137,-191.19487614438353,839511.7791589149,57847.88123026254,56159.59175041244,27711.669109828315,16188.057274714534,2253.8459856849217,29611.501308259034,20684.069790247293,130.94187147729983,5704.3639224393355,19999.999999858195,1418.4077930355365,1.0000000025056456e-08,6.550930456619645e-05,0.1514612451970364,0.028032297141647206,0.6062817455977068
138,-157.62248827485905,795332.0558666431,55616.086743991684,53908.62937347943,18523.72351885566,16637.790898129057,2347.848534361873,30708.649953458582,16676.751619736126,109.61896000911784,6074.12913308807,6518.466287674873,1267.9059135620791,1.0000000010826593e-08,0.0001122572188060947,0.11252841093376245,0.01900305769330988,0.4094486647713324
139,-130.554488278299,813472.8977125211,52097.03962554213,51167.811240784446,24744.277763339454,16495.02330496658,2352.626476075197,30413.243460922073,15912.221880901418,61.19204952070904,5627.474106412679,19999.999999905696,1338.5495362858635,3.7140588522113306e-05,7.748198900922078e-05,0.13567755964140088,0.01976498911870599,0.5009622915322658
140,-138.78119884328456,829018.166502204,54677.04409686471,53132.96848029459,27549.834504540286,16517.75002382637,2405.6187178585005,28430.80263524121,30410.203740677316,116.5615938732397,5025.52225369273,2946.1875678926604,1481.5633506902102,1.0000000313356155e-08,6.990862620507782e-05,0.13191479177820914,0.024265160089754677,0.5463932895171415
141,-128.4865476711259,775531.0453099585,51885.563263874974,50404.72268817031,33345.09590004132,17362.566721668485,2236.4733905980856,27661.507666329162,21415.064187116714,110.94779246121756,6968.8375069305575,2457.8423703079256,1395.0599370794562,2.2779998605250835e-05,4.810251656858215e-05,0.14802896926055084,0.01869383573279392,0.7090119328820352
142,-174.4937686519445,776224.8565636491,54551.21445073546,53241.06886519644,9304.979642257975,17278.092085602035,2327.5781289321494,28377.554667261073,24045.532231002308,85.912823724692,4265.997012066433,1117.138447229278,1596.3554590501442,1.00000000913092e-08,6.0879310829273044e-05,0.1422542221409723,0.02195940351847409,0.31005282376574345
143,-113.91654202177291,781906.2557823155,52956.63884861487,51185.71433045479,26965.03482211764,17064.656961090128,2437.156501180273,30545.83922674695,12417.683221209889,111.92907342652262,5355.2830566356715,19999.999999871303,1306.6461016927772,4.781179997195999e-05,8.321019213369896e-05,0.12046049816785956,0.017655863832838663,0.5810727179853317
144,-127.22411077368471,818949.6892386265,55053.409260950175,53013.3159744477,22580.97792164984,16462.756628482304,2470.528788106375,30708.22914982407,14015.432770972842,136.06657235599528,4795.440107641874,2066.616595561203,1306.7532062345,3.0897019681066515e-05,7.785459863193134e-05,0.10659321634789332,0.015653093171538075,0.44112551346608464
145,-134.37234417593288,802451.8352457497,52649.54707688573,51968.39448540445,28829.935173403916,16980.88766619957,2447.0707585961823,29842.67214665542,20056.626589949665,51.2857481755547,9999.999999999938,4412.202474282087,1635.2007931689077,2.1444185451161623e-05,4.498218036749956e-05,0.11366628816351348,0.0143593915644905,0.6665906578136677
146,-187.1036592448555,770147.977117248,53990.474635602695,53546.14867351758,26777.847206180184,17285.991053679263,2387.929034139767,28467.31090948818,29357.641142725326,33.33975832912529,8488.74099330998,1054.8792003195704,1520.2825604732611,1.0000000009183748e-08,5.215648889550353e-05,0.1374734398207204,0.020040644083292748,0.5354266281175517
147,-124.84626371956048,794431.9169799819,54926.55561985065,53275.1176000597,13643.44354251023,16906.319125975107,2466.761475344975,29146.609180883675,19075.319240277637,119.9720333746429,3125.312244708025,2965.594659802591,1692.1969883977938,2.045205994260088e-05,5.239117609506729e-05,0.10909559947655052,0.019946900318240826,0.39984618580631215
148,-203.79382739726236,819815.0841364797,52992.81055615736,51467.663834115374,36216.62711522712,16258.907788213022,2388.4318669129634,26829.08524930303,95398.97344517655,130.51468236554098,8863.608635452923,524.4656216367034,1830.2778129405453,1.0000000004542305e-08,1.4071186174803743e-05,0.13380153603276668,0.017230618503028726,0.7999999999993459
149,-123.73840534074486,865918.1707322452,57495.72633502206,55798.85624470572,18989.68747091916,15761.382026422561,2228.377828595785,32174.266600349794,21018.3652942965,116.05795723174846,4021.4316851472154,19999.999999898875,1259.978998706301,1.0000000017363339e-08,0.0001098535088058022,0.15072912844542904,0.02395731017732488,0.48804301380426307
