sample,ll,T_NDH,T_ND,T_AN,T_CV,T_LY,N_A,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,N_MH,N_Yor,N_Los,m_AD,m_YL,p_V_L
126,-661.086673457899,837819.2082834496,657918.3470001715,122937.69951206673,61192.206811924676,48000.00000004892,16531.194394002014,11619.329753045295,2913.482039487615,3263.6933247958655,358.1671358407753,371.09180087181113,1113.543319308362,50944.00851170813,3664.428561580587,479.30434472639394,7.0741138798742835e-06,0.00038959688643335963,0.08943418248270114
127,-583.4538194015323,840705.9867025322,647485.0728559924,119626.71678455008,59614.63144238272,48000.0000003129,16348.762435484354,14283.071209208003,2848.930859909524,3259.8958124087835,187.91492956275732,219.74687336562562,838.0438595419097,54818.45087363458,3329.930437952584,445.43915363375874,7.458169293584827e-06,0.0004280850989324655,0.09342821399164307
128,-694.6632747154124,785790.4830971442,644206.717786689,118851.39739880717,62792.5122199427,48000.00000043543,16656.185795957805,10848.742128558464,2697.6036630059534,3191.14831518149,145.02547241848305,417.5744128518197,943.4109753999303,51898.7607808526,3272.2651032539447,438.0129555926004,7.126470127449934e-06,0.00038591942435256196,0.06262255947006651
129,-667.0068983523925,825417.1220239986,771711.2396478708,121191.25644999744,59496.4348960158,48000.000000075095,16755.48795125418,5084.3348187870915,2921.3159462568733,3336.4129177063132,226.9786516068277,257.60646860127343,930.3879819629368,60674.114752985755,2948.528253468756,424.72849875249756,7.4902314597487345e-06,0.00045081971077579123,0.10886875955698606
130,-664.3096247719639,841747.427774875,582846.3352704637,125285.55638815164,65908.43089485948,48000.00000000023,16524.401921076962,13610.487374960017,2898.932387336034,3247.8144896612835,492.9594447754759,470.75530686120885,1270.4842922271284,64717.17645614167,2967.1682359334004,404.2710910752615,5.707931989866099e-06,0.0004778343677663586,0.11141771208418393
131,-580.8435752741935,787078.6325093624,706415.4858026269,123531.27780889557,66015.63763112907,48000.000000112355,17006.78682259335,10508.15090786991,2618.4715370430654,3028.271083479033,321.54860345469154,721.8706249508767,1446.5847895614709,53294.94167464517,2965.147088889464,424.37902146083997,9.643259865232996e-06,0.00042825949857934985,0.10122559422519453
132,-708.9406199327698,796134.6565970973,652523.3424291121,118969.6690783628,62854.89329480803,48000.00000031,17081.304839122415,13378.187527426258,2759.7806529715463,3079.2629454707276,147.4037321718226,398.37204548089346,954.700849085299,55143.94370746578,3139.601912862787,425.56217041548047,8.792443612474305e-06,0.00043970870549725434,0.09486162631048853
133,-725.3895909495112,803877.1608032513,699285.2369211041,124041.59037617128,60809.73040773438,48000.00000013478,16768.576322169312,7869.2398981930855,2904.3867382758976,3357.1532144215007,376.64015705792275,240.77005173450024,819.688919646322,53750.82607837047,3057.3516104283526,435.1292378568441,7.174089193703814e-06,0.0004377097629588253,0.08746469467800498
134,-496.0919276851295,821326.0446964938,652159.7885407825,122090.37620942702,61194.0499817933,48000.00000001584,16082.726926833537,10945.689682402186,2975.7822117552455,3232.1030046400856,294.0015367461885,287.44808829081376,890.2574371561922,59364.8616174191,3061.4441602001116,422.7578971333253,6.465265109728408e-06,0.0004356847649971986,0.08988956257646746
135,-598.0298115964744,765718.8577646898,644203.2102818334,123385.3226150238,61038.99689728662,48000.00000003442,17553.94830621559,7191.6713837633215,3028.848318503414,3457.924084075813,360.7362051052017,257.83154071517976,997.6835900943599,41340.17026574521,4329.963926878186,500.06160119191725,5.052284841848095e-06,0.0003472487565855103,0.0785512379323332
136,-546.0340594629874,786755.9473914378,646765.7314679949,122253.67806153827,66100.72606438959,48000.00000026737,16892.883240074727,7813.24828007708,2925.745934296636,3362.5780617405976,284.53351011531385,564.9797878525262,1035.878137597067,53922.15564812474,3357.709035314202,456.81033794606964,4.973542671900721e-06,0.0004021204432141781,0.06868389078596326
137,-676.0951522253646,805036.8366619179,682733.208084926,120971.84998858439,60704.62613311084,48000.00000001012,16999.505894317364,12491.22198583201,2793.443535240493,3160.844508616395,251.69975353239954,327.85087831955366,913.7909012412307,52787.59004330909,3632.954929528609,450.8645906764743,8.462170438658714e-06,0.00042274158621007855,0.07521415787556507
138,-551.3307676783506,809178.1430354962,660812.9190682211,121163.4480244894,58782.65573053089,48000.00000045956,16733.761910868816,12538.222199316362,2679.877494223214,3069.0425981545036,242.24601503625343,162.22605520779868,732.9962657277546,43767.70181994571,3901.8827560338295,520.739727420228,8.146195234465016e-06,0.00035803941000806704,0.08554157242456556
139,-620.3848282011821,804311.0261657704,621722.3040218796,122577.40098378016,64011.47444616941,48000.0000000548,16713.485262213344,12730.492629265009,2969.4045887830225,3252.5476667337175,342.40684904033907,436.6404358794662,1166.119099135841,48942.4502908933,3703.656976281988,478.2003487769168,6.456306784353077e-06,0.0003960471518541608,0.06717873127912166
140,-745.0314280506102,845180.895846594,782276.526860814,125500.15582147155,64699.3269167578,48000.000000190805,16242.596095343806,6862.1678557908635,2857.2155912041535,3259.690866638484,401.22390520768664,481.69823308926874,1228.6966908259533,53545.754023258916,3266.0486908583266,448.5037649728793,8.506588542512295e-06,0.00043341606765193836,0.10708695930721925
141,-877.6406371130271,848889.5250139423,690089.5788705288,120939.32398838618,58223.90670814034,48000.00000002649,16327.754309527127,11150.792862696653,3089.8100462338375,3443.1518753122796,214.77167175364016,174.7904158028704,805.711574806822,54300.1498115816,3031.2038939181057,434.6049441583802,6.93932113734547e-06,0.00043180703928957727,0.08453204091714098
142,-627.8631421584407,805209.69137698,802379.0911746726,124107.06748322955,63181.13147347518,48000.000000565284,16506.332285123266,327.83827831321884,3035.3181876601147,3288.4800954385187,378.84870014825344,393.5462384540132,1053.005941657184,44405.697958634286,3985.8094298341643,543.5557557062115,7.9262894007189e-06,0.0003471232150499459,0.06736956416313562
143,-764.6202437197488,834529.3499484829,767628.5995529656,121177.03259593513,64203.00018466575,48000.000000000065,16666.285822864367,6731.116858334346,2908.526926379156,3217.9242036626088,242.72964200969344,509.63963477491404,1116.894054232758,60695.24165304855,3001.108592846189,445.26090720098637,7.913335469152684e-06,0.00044473441844595374,0.08632606378586742
144,-626.9763396743965,781836.6515196078,653328.8984394008,126129.08718606392,61995.92405660595,48000.0000002435,17111.91982240287,8885.494109324864,3066.789975680925,3351.0292980128593,474.6506349882475,289.46633096181426,960.7561813188233,43727.64057863437,4341.433559968127,538.5880079254879,6.316795237699501e-06,0.00032409169362853686,0.05104056002696905
145,-651.9499034431838,786940.6670399226,673667.8028722882,124385.98103322479,62698.19700075893,48000.00000010196,17105.99913508869,7988.614641195425,2890.3743576154943,3201.7651871784688,471.5295219644072,420.8599665015542,1077.1147959804398,56782.980631861516,3106.129958614914,439.608289454423,7.161689787989696e-06,0.00043621759396652687,0.08653842708491614
146,-773.1153700667672,828022.5668188244,714829.9205080068,131001.31399275365,71204.51502378352,48000.00000001891,16341.385800439557,9436.179742693006,3014.3225511475775,3140.3706785331733,514.6521000495327,952.7194369193252,1403.2261289272878,54420.74820578718,3095.3632018809317,472.1222802177941,7.94076505090861e-06,0.0004120448000962455,0.08490786654916196
147,-785.3266190269138,808844.4888690724,585154.2730820427,120658.97240221246,64981.63645804255,48000.000000127446,16597.555673833194,16493.19118645248,2649.8161806056937,3006.15308412803,255.07889126267077,480.34816703140916,1136.2420339766609,46024.70690107144,3809.1128226949245,510.931543126246,7.451174568415367e-06,0.0003639340955970724,0.07911716145197237
148,-595.4728096899923,799503.825856968,639087.9977593812,120371.44681833065,60267.72808070706,48000.00000019319,17284.618870355345,13042.933498068505,2966.5013392632873,3234.132169186627,180.97708114828157,215.64060134414717,880.0015373998111,47006.287817939796,3590.5450522761357,476.0908395812236,7.962405651651705e-06,0.0003781399393763087,0.0974930031024545
149,-652.4903664976694,825579.0197029909,711874.226826329,126036.34067695054,62376.078602090056,48000.00000016633,16596.49763595392,9896.792567328981,3000.8522939666946,3218.5755385603265,540.2772803217101,413.12987461135356,1123.1388354922967,49094.22536636156,3605.0984558156715,478.8292411308478,8.123290499476565e-06,0.00038195013115280616,0.08244636528771745
150,-708.0293542447499,854575.4854944613,647792.6154379795,119800.49351657569,59463.14870724938,48000.000000025044,16266.229426334268,18005.76243199513,2856.7500049929063,3172.780666670563,161.24537659868764,203.21317496129188,1022.3794713120295,52182.20933068284,3226.090330531074,470.1369136383142,8.355472652282573e-06,0.0004035368733556561,0.1007055728831198
151,-681.0572139203946,808546.6485344877,593186.4028554996,122124.90264504803,64900.67266108634,48000.000000231215,16685.09799346841,17006.1647441201,2639.247782525835,3053.6507635148287,294.8317334549626,562.1766844745682,1090.9999094424659,47289.942717482285,3748.135703065708,476.64532890496616,8.134471571277977e-06,0.00041075141426978075,0.07258416267211877
152,-794.7857548515824,808979.0313720254,668459.2832936615,120576.09518769373,63747.10190520824,48000.00000032501,17089.506288577817,12163.813576696915,2737.622127673646,3164.3555871598783,247.95538117158497,432.3516735586582,1041.0520305904993,50791.07118562021,3427.3542293729583,457.9053366623708,7.843512100362293e-06,0.0003931941666598441,0.08961926540493735
153,-669.0470893271732,868479.465006591,710564.9688836833,130222.84345964922,76199.41217631093,48000.00000003391,15856.969868896505,13773.193917154947,2886.3751461351862,3054.100242734274,599.0717892001705,1095.3084398228677,1709.1925050929924,56252.51808631459,3160.9971164281587,464.7720464715575,8.006255432810755e-06,0.00044203586874935345,0.09274810497525786
154,-592.8557385432897,823307.9976276406,783444.2125414026,120960.97012167433,61525.28721332456,48000.00000010221,16508.805963203038,4234.55103735414,2931.9990865644845,3269.029133907825,240.94226123396604,266.6649916295306,1018.6124019277153,50506.74976834088,3551.452731067961,455.71589294370364,8.211866738632722e-06,0.00040346412738525433,0.09138345326505905
155,-738.7330304052011,800094.0166690653,668604.12334866,122131.8655468467,61254.2239620832,48000.0000004749,16936.007584028517,10393.271928647637,2958.0402231955454,3277.940120303393,259.44339210027795,277.28506552467525,797.9122755281751,51261.69307770711,3331.7090932939445,463.2980206499286,7.300632555361534e-06,0.0003850715916141385,0.07287968170284156
156,-634.3032558634309,780941.4678236431,691624.4885816682,121964.73207960914,62450.61631012903,48000.00000001021,17487.49363741683,6883.7779418165765,2870.9590973485138,3355.2623795563695,297.235699037688,380.90247298761955,1087.4005726965877,58717.96351423777,2871.799008411463,429.02684280456987,7.312784997494759e-06,0.0004546765098063682,0.10823801882291878
157,-694.6246708945152,802022.2315295482,689704.7930852447,122870.05924789299,65467.909093119,48000.00000000083,16562.98250752752,9231.46911353221,3147.7887339384674,3172.0056296215753,313.0295406240021,630.4167361472188,1335.2528094722368,55660.41094670114,3058.3527538095136,439.7489528858034,7.760898621210482e-06,0.00043522134509419455,0.07825540855391475
158,-533.670357619481,808116.1172977351,711258.1965831036,121604.81993954688,65297.25225313003,48000.00000010895,16700.114909272605,7419.130251027562,3050.1167976324996,3255.4623925152796,248.1577042207812,588.1998830234164,964.6701370053842,55060.2419843839,3132.059817164523,433.447154309499,7.793972365067343e-06,0.0004137938398736382,0.09262540427403675
159,-633.0808046459083,822454.2742201793,679930.2956387778,121305.2101285955,61052.13842991959,48000.00000022082,16989.720833411382,12278.118114751374,2759.233936883972,3196.302296198287,225.30390843683372,326.31727311609745,1087.8992875751717,63751.895665656244,2972.116566003243,411.47377948452953,7.956687374630173e-06,0.00045406065787705155,0.09727581507224474
160,-744.67330038445,804756.2355208879,607959.4361595529,120455.29695991971,62372.362323830974,48000.00000018458,16549.17796073479,16724.53374307946,2644.4128654932642,3067.6153325239798,208.3524082122679,322.01550988213506,971.9132265062248,60210.69427385385,2927.6427810891037,420.8108427523974,7.792176604354317e-06,0.0004620577854474247,0.08418504472842558
161,-662.1302423605833,806462.9432312372,630040.1496744626,124809.08096052521,60337.84127921374,48000.00000000134,16985.58924299286,9498.058961973991,3061.6605521355764,3501.1869049451557,459.00726962135496,200.44715169186873,882.8056744142805,56441.006030548975,2958.303482615798,424.88642022321267,4.822085483312504e-06,0.00044530983406901976,0.08937991308001664
162,-800.038125050331,847994.4556700601,765399.7495107743,133908.04146798424,78532.85566531503,48000.00000002871,16087.274770702423,7694.595285087795,2817.7993393500537,3077.7158786304644,803.6311468635324,1295.8821946784635,2461.3804689016733,61188.290685121785,3246.2129368049864,424.4526336020042,8.092711442931532e-06,0.0004526531575361748,0.10260822206240601
163,-684.3324038092787,803662.4643226506,661857.8804033503,122771.80910273241,68621.02006084545,48000.000000425534,16583.259287859215,13414.2537586619,2641.2562366936136,3125.132275431998,355.4413769441974,524.9928423628793,1133.593929101169,43140.1943256215,4354.586996847198,497.40500046395084,7.7145990606526e-06,0.0002967741507714936,0.05558142642258926
164,-805.1180616510449,805932.5934975425,693061.4710704822,127467.95426152064,65587.3847762853,48000.00000023676,16968.96773616512,8200.540518930962,2947.4926496461435,3348.9727704106717,431.81205713920104,547.5316044324982,1071.451351387106,55409.94666671164,3024.4575234881067,439.960741077412,7.0314790320500415e-06,0.0004120127988948438,0.09408052741193015
165,-715.2244219586032,775220.783858885,588652.1720312015,122795.45157526391,61813.0601708277,48000.000000300024,17112.697256831867,10750.699727081499,2703.053130157868,3207.452202059599,368.0181800668781,334.3207788215402,1106.4633906386596,47811.52305689418,4435.415626305744,508.56944648568896,6.0295992743861364e-06,0.0003503806614925557,0.06527728144727155
166,-720.2553128001032,790713.1334211894,592878.1183404374,129904.96448005282,76114.92257625407,48000.00000014493,17529.333704330184,16334.714711125638,2511.8545970330442,2851.6141539065757,593.0015508513122,1352.3032395137075,1859.3228006998552,63424.265989625,2834.258943434979,394.7684984603815,8.527682508126441e-06,0.00047930225640017293,0.11090858790546959
167,-468.7259321002743,818942.8819593851,570460.5066863216,121364.775766114,66561.18987971249,48000.000000342145,16350.187475370543,15615.611677214032,2842.8295160768243,3058.4749012180373,250.1565777446571,666.1254713289109,1414.4740895845573,50470.03109744327,3662.084639191705,474.93742356671095,6.7471139844972e-06,0.00040064174120872095,0.06758109685520407
168,-599.4004097886512,810662.5778822068,661046.6138870635,124268.05709903713,61072.72211293743,48000.00000029559,16645.840857419385,9555.329438916975,2943.5235218977577,3296.630726511152,394.5207890682029,285.9185013646343,952.4139545793117,47297.4943976908,3956.15808791384,500.2656991810191,6.532560889130554e-06,0.00036403323501637446,0.08905648529528976
169,-732.7889362241633,847995.1269679574,640703.4463770618,123143.68425681086,64386.515675003706,48000.00000002786,16107.320383274231,19973.941725906137,2724.2474240557867,2986.575521616367,308.17113009769776,531.9878309680274,1332.7116961850827,46593.727678978576,3911.538266372365,506.8699734481974,8.637138410538118e-06,0.00039648005323115267,0.08603427513729886
170,-642.2472082576953,748560.1980263768,584136.2806999875,126131.83709713638,62953.43310334811,48000.00000000748,17627.05608742496,8297.1754212206,2838.9916202529694,3273.829651365079,458.2685242826767,420.169958755591,972.1509455793306,57203.97053130873,3127.8795407361504,400.31628943974846,4.833636238499021e-06,0.0004485560869094324,0.09004063639203368
171,-567.0814569450631,787224.9391271197,644118.9947452117,122226.17969192377,63761.784707149935,48000.00000030446,16777.8914250837,10467.423174023706,2935.0268773761504,3193.739664530277,356.24306254220267,575.2476842228734,1238.5527769451594,52560.58099112066,3715.438306505765,442.8349162556623,7.4318030312371e-06,0.00041129599062402075,0.0632691546198146
172,-631.0236043880238,819776.9537988763,653338.4101336175,118604.4743651408,60940.024104498334,48000.000000032975,16484.461372753176,13796.085851401653,2556.57258173002,3187.6756896203287,125.29132363367933,290.4635821793421,819.2279172573237,55986.632655232184,3075.1859351174094,428.46934923337295,7.874324567740763e-06,0.0004397153926043454,0.09985548082719278
173,-879.7848027891695,751686.6120349272,622716.4969867078,121853.66232125676,61016.296338746026,48000.000000000065,17800.36780220379,9591.040081751764,2894.6644169929878,3217.814243180753,260.9184605463839,263.26401837343786,781.4426393881793,54274.68203273268,3053.901223731007,457.3775855951765,6.8832772130846695e-06,0.0004015809264415171,0.07609895137825391
174,-577.2680255167729,804398.1418404015,613461.619420873,120152.34713504864,60415.22798353424,48000.00000006589,16508.7822849152,12612.934175691073,2796.9220819595084,3246.2815776520806,222.5075969947783,260.5688403778794,770.0291420311587,45022.644742742625,3775.0345028739825,472.3160593513288,6.49912055951453e-06,0.0003858161495586253,0.0941436318898154
175,-683.0386563359434,821821.3213292211,732176.7731057894,121176.8225471442,59110.79245531474,48000.00000001669,16342.940338238257,6674.441730083273,2993.0222286320836,3554.178569808738,245.73790193924927,154.43335419646667,684.7606285621611,48347.81331657492,3917.6738275528014,467.06482473362547,5.9806040331110525e-06,0.0003804741615327058,0.07313877115034947
176,-582.909796636275,780773.3984239257,624353.1425317384,121560.22172960888,63765.62022956884,48000.000000208536,17433.25294021035,9683.898415917263,2888.746165080744,3319.476002105772,269.7776083219575,342.76474769792384,1162.5775829924305,47717.75692255979,3475.9773917046414,481.8582322279544,6.221735711435269e-06,0.0003997527272702816,0.09612810929703555
177,-747.9893229905676,813093.0185234678,677659.5505527827,121527.85572197952,62199.28777416668,48000.00000029926,16206.75313790291,12606.791116086168,2771.5334770695817,3086.2414518932114,260.0747513659033,346.4521904084612,943.2898495337022,51434.603247671126,3403.395646445093,458.1022897749926,8.687376996760487e-06,0.00037731792979968853,0.07378424448023266
178,-752.337195865373,809599.0089101773,681614.0086491682,120823.70794624054,61247.85316886058,48000.0000003233,16595.805148989377,9991.777268928121,2929.5744878192263,3205.2921247906124,214.33710192061903,279.7009362038572,984.2993138241098,50247.45153775685,3773.241497911167,460.7829223287615,7.2104266499237945e-06,0.0004039652138454134,0.08649389244017015
179,-483.0615938126314,796763.954152571,727258.2877230847,120149.36857884222,60672.48230107973,48000.00000038665,17232.960292100568,7176.315786255616,2922.5326901373874,3147.675205854219,202.54652562886946,288.38057082573755,935.4148790465011,64503.93778374955,2806.2798918968306,384.2487297120342,8.926638135318027e-06,0.0004882787947304802,0.10048059618490839
180,-708.1898008748992,795454.8408117458,645149.3996782455,121192.0288898071,58043.707900391135,48000.000000443186,16694.447923272466,10223.008394682089,2955.7052903248614,3279.227368004417,280.2601149705969,128.90352407790544,710.36180844858,47194.44862922199,3539.389379312938,485.6323630635197,6.42918742760171e-06,0.00039151426188893884,0.09208497658234471
181,-689.5362332270862,842922.4555673413,692125.6267060642,119184.49148102321,61864.437014217125,48000.00000028911,16389.166185627455,12264.464800562982,2601.7207520999236,3252.6069664598544,144.62358552278698,353.25447095174115,954.8557906954696,53027.96937435088,3428.9472774051515,463.4992207157516,7.870106294001766e-06,0.0004427415308619102,0.0866214016921605
182,-676.9144539283508,764045.1610751925,666852.4885778137,121768.06877982304,59597.75437244311,48000.00000018057,17440.316328646473,8391.135208424808,2698.3560387007433,3287.1171861883918,279.8178638191074,187.70169905278655,763.4153084895102,45301.41702328309,3985.278837912393,470.8738710521921,7.148800820981631e-06,0.00037137021395461465,0.06480226649181182
183,-890.6299479822178,787217.6685415979,606214.4870900321,125725.31955924437,71303.48873004169,48000.000000000146,16759.672205539468,12932.185102884345,2696.003890163354,3076.3211734951965,490.72562394669177,959.6146243152924,1591.3199872776222,49136.03758426198,3482.443389010486,495.2471541260491,7.066761291392603e-06,0.0003656696167838474,0.07678736739465312
184,-761.853812368008,861233.812835418,636556.3379341391,130055.16071210825,75332.62339741009,48000.00000000893,16022.338108497506,19810.212333513693,2595.117128474982,3009.6509893932002,630.5428870892944,1164.7425658642962,1891.576925165979,51343.70536417351,4032.253999669176,497.4907315887837,8.265083883872734e-06,0.00036988263393068104,0.07642687085256798
185,-667.6184790677319,799032.8317324151,641094.068694177,122717.40817034563,62131.77363825983,48000.000000000065,16878.552148638304,10601.282855304245,2885.1392138260658,3266.624559925785,310.17469008742563,354.61839701947764,939.8215309723091,53233.9474566934,3369.2416044791084,458.63591006383507,6.9343538258568735e-06,0.0004009277640488508,0.10587007597967883
186,-668.2120743009112,850756.0556513082,741096.2092266151,119542.20890920432,59042.66324036325,48000.00000021161,15973.77535506202,10029.624230130803,2860.6854503452305,3295.2891687354013,169.7562227704855,189.66060070862665,844.0468398250982,44070.286173644934,4125.029859780815,540.4574142300578,7.78459851791573e-06,0.0003362802362540133,0.08238380003147379
187,-667.1918639072275,821831.40190929,659505.9514250341,121282.55436905134,59883.827414894964,48000.00000000399,16554.584674040736,13005.012841898691,2825.183695495192,3209.2495658081584,229.3907480056766,199.23175418880842,961.8700869811338,51516.8615565342,3267.8542608186012,455.700516447179,8.019174461121333e-06,0.0004277658700469991,0.09803531355893899
188,-609.9977895253376,810895.5286004997,670028.6729031173,125042.67632384959,64644.33788058686,48000.000000000146,16930.248847175524,9135.118535273445,2823.0191816152137,3345.034361459189,449.5518584416971,439.0819055247473,1083.3874222132179,53514.246722766475,3191.2274115288774,447.7891150656988,6.226784128927684e-06,0.0003961437177736799,0.08576833926194674
189,-548.71548297753,812697.7105368745,726042.7766548191,128745.71836483141,70261.04221821367,48000.00000016837,16766.376029026684,7866.230385561508,2936.7690310237103,3182.9209628362432,522.5501989580688,656.7224487867179,1657.6239723810343,50948.68257126448,3852.313567441331,470.39148329568616,7.559762607008422e-06,0.00038801896639827636,0.07058795242217769
190,-785.3512891744101,829948.9176817856,665856.4541263161,119979.12700085685,60583.97894391713,48000.0000000479,16350.974135703711,10811.555335836034,2994.1024898112746,3314.551791846895,191.82415947836785,278.19854629533506,873.937934839022,57751.08041955255,3152.8029866403576,415.5674779341924,6.816826927367111e-06,0.0004261580245597519,0.09636504485625949
191,-604.3909491522054,812055.6288325506,653062.3234955549,120212.12486784517,59581.74207401695,48000.000000000065,16725.58627114757,13359.624058563908,2932.2228134540737,3172.3888939169387,217.9383821411798,234.29122776544642,849.6612821473941,52144.17929904694,3406.49148673938,472.3033310838195,8.112937984945284e-06,0.0004063109278220096,0.0838054464372405
192,-761.9084270513627,804976.9552763761,725325.6570371396,118489.27419496661,62077.2300061814,48000.000000074244,16992.4808631016,9927.998622836754,2674.660770692223,3187.050114144829,135.70857845448117,486.21247598033096,908.0312300832014,50189.76296348875,3491.3873861330776,477.2853877455755,9.290118208257758e-06,0.00041517557413573683,0.08465652537131599
193,-684.2039889365077,815583.4151025512,606302.5917467097,118945.15172439195,67141.5249159653,48000.00000016744,16730.056772216318,12379.132217051323,2856.7884322578548,3215.3522341492067,136.49798306519105,724.0033886975406,1424.2331199977878,50200.61551638107,3648.0090268827935,456.02258787818926,6.322363736333428e-06,0.0004241781445841606,0.0978425171146438
194,-778.6128172036215,827759.4205495862,680155.9162787114,122890.3247948516,61947.7133635123,48000.00000014544,16103.447093229997,10908.425715377778,2856.1289812207388,3326.6784303355466,351.1547159639859,364.4516710469957,1020.2947156567956,48395.1223205519,3741.5087351993643,470.50372730668875,6.534922238247649e-06,0.00036564849138344304,0.08031391447059025
195,-685.1916757320034,768639.8213460429,616387.3833099734,121693.81204535668,60095.78159649718,48000.000000083535,17113.237933330638,10963.355312624146,2539.297112742367,3167.0909131240114,252.4346429502439,194.12370674001863,740.5908232859089,54161.75050285135,3454.6280792938574,444.3097143157453,6.411953713471989e-06,0.0004316469203557324,0.07576275878148205
196,-796.3608564808028,867494.144521959,665893.738719951,123103.87084746716,61489.55475140822,48000.00000027888,16412.29036669151,15764.415268952276,2687.811778249388,3190.69187534318,354.9380847745372,359.0410118475942,1118.6922473324096,54955.27160057367,3300.7717317227657,450.1639934708395,8.285289093551674e-06,0.00043721559378297577,0.10302224974472025
197,-586.739866235064,810362.8432067955,640689.4803186967,123483.15920723518,68397.29726716704,48000.00000016548,16734.606398037064,11398.86992359954,2812.367841305084,3162.828652903197,356.80324814630546,660.2322778492678,1472.821782218549,56463.36191019647,2967.608970694591,449.2220386274878,7.262750559594293e-06,0.0004525708904146649,0.11183465905091879
198,-575.1481968828314,852702.499828302,709820.8004999273,123687.00719386726,61616.872005791694,48000.00000000049,15914.68956290624,10966.700947864969,2859.1043025247027,3344.440418316082,448.3093990392727,287.4438153544685,947.45311758893,53297.06042252382,3494.063230692415,453.48949811952264,6.902339729039242e-06,0.0003953217744145274,0.09553239964141781
199,-663.2938997909937,853806.7095404747,681246.5977308279,124480.85633627481,66897.05606613454,48000.00000002649,16372.187442030134,13622.94478907053,2732.498757001706,3164.4874327832736,430.294005803621,797.5882727065365,1448.413911840034,57022.99613194376,3241.6447821132124,422.6701629799604,8.338976286546408e-06,0.0004549030443103416,0.11499208784546705
200,-583.0236508789552,830199.4507590387,671743.0633393511,128581.83339084136,64602.78616103422,48000.00000000833,16389.557094687858,11459.402098186461,2981.980894205155,3296.8863275056415,619.2851347027384,611.8643575875251,1329.759030075897,46696.375822711474,3942.5502340949374,493.87845468492446,6.419616118269652e-06,0.00034026677595801717,0.06826449252227211
201,-738.9030161018225,761256.1778924259,633952.6110563156,124672.29210945976,62004.84992229855,48000.000000000146,17543.957125022982,7384.290368189403,2900.985718638638,3396.271097503524,419.97383427049425,355.3532318795032,1038.8477201626824,50931.769161310214,3329.4831554514744,474.21425632983636,5.2523469303458345e-06,0.0004000665912366779,0.06754051303649386
202,-652.5837661854266,807334.4589073635,662508.2167055844,122581.14086352446,67005.28157738839,48000.00000017264,16852.90935973697,16077.050190820675,2756.4938629085677,2947.4192003241005,301.2997833600761,679.9111279028206,1346.7858759086073,54143.75916936972,3224.611652402401,447.22326585658743,9.493191373363332e-06,0.00042019814249296387,0.09245475638264977
203,-546.8501938219531,821175.4783369766,610254.6035970118,121792.70454003602,61430.44902164459,48000.00000042358,16522.635841851865,16659.317924077932,2580.7266902495485,3114.310280493741,289.24400986129945,319.2626576327374,818.3207898651958,48376.99133728905,3565.599546644141,507.2598506749481,7.998689332507095e-06,0.0003940102382016226,0.07938713907200308
204,-534.183865309993,736796.3451652254,685090.612968261,121749.39137551785,61155.92283498489,48000.000000000065,17860.28440284113,4612.430159217175,2893.14921612944,3214.1258745393425,278.669727796305,322.2669379328771,843.3051916372652,47057.00233774202,3366.2503011777285,461.20590827182616,8.080854454781598e-06,0.0004121756583129928,0.0869524665134028
205,-608.5689330216791,803978.6462548382,653345.2315411521,118304.73830731465,62029.68252210733,48000.000000395696,16830.219261285845,16599.875675802006,2653.4293591926757,3048.011556013862,102.52924763756396,296.56802268002554,865.0632296013953,58399.2302660429,2914.8926358824915,430.76170868113513,9.027554683048907e-06,0.0004320140844186319,0.096775820579663
206,-568.5974111156413,823500.7904235976,678291.8672215602,126452.49541467775,65839.65713570785,48000.000000174856,16638.520448398005,11541.37758873075,2748.151522849047,3140.1705913036453,490.5697820163801,560.8910925062694,1274.6076179594468,49269.80483490105,3563.0416566951394,482.4389093950121,7.978469758605086e-06,0.00039317304315080934,0.10217977194966615
207,-749.0347019170838,846096.2359574793,661601.9457623609,124845.92590345447,64184.88082658921,48000.00000003707,16170.902230257385,15331.032260341255,2689.0789214869496,3110.7035641458106,415.09791529498636,392.35502887706866,1334.6136496070542,50189.35212082424,3562.620348142874,447.33384304676923,7.67871407663948e-06,0.00040237940828136327,0.10061177879839814
208,-619.0525809127178,825452.5377532077,724462.4179948377,122628.63933386467,62771.872361690715,48000.000000118496,16370.397650136938,14930.77040087194,2774.3362225808155,3109.3579217609226,333.9081421827278,414.2575303611627,1138.658036262466,49254.55458101574,3843.9205291598773,507.3086937576985,9.678055739679151e-06,0.0003861688320106398,0.09004771832012598
209,-623.8718668113677,790690.9831620316,592009.9295594938,122136.92855838353,61007.9067815093,48000.000000068874,17289.191425629095,13058.353859658322,2783.6344329011745,3170.096679913372,246.82742643541295,249.1374320455641,980.0110394055928,56057.7639451466,2844.294032361159,438.3327588357864,6.680461736451227e-06,0.00043775677130274354,0.10240994877871702
210,-741.1254379481984,796124.7841955277,615988.0454737877,120624.93105061793,59228.22260657398,48000.000000333705,16988.965629461673,11849.496857701053,2806.1346933214277,3147.333410019776,217.20426671115968,253.300881698368,956.7253090256037,46665.56038592866,3753.133674712942,473.7807005114362,6.886140725610382e-06,0.0003920997032689201,0.08926967422639115
