sample,ll,T_SA,T_NDH,T_ND,T_AWN,T_CV,N_Anc,N_H,N_ND,N_Den,N_N,N_Alt,N_Chag,N_Vin,p_S_D,p_H_N,p_H_WN,m_ND
86,-220.9069545241595,2499999.9999832325,704674.6815042159,647143.6567797295,127431.38385963567,67611.26516322422,18040.00930759789,26988.0638780524,2283.7540833014114,3620.740713939751,2645.665110564476,847.020309095207,665.4856940204908,1194.0578726067135,0.0016747377412205417,0.07597866702907292,0.011179465627912263,1.5088124796273477e-06
87,-337.0255865107578,2499999.999981931,696986.5841934127,666533.9683325617,127634.17639686707,60824.43849203035,18670.656083852606,27005.995656162515,1147.9696844706668,3672.38753108109,2798.391708010992,800.8452171828121,267.1772961858355,811.6511059293708,0.0010243923397006399,0.07168064384120447,0.015770396121758744,4.935402703785701e-07
88,-363.37024016157875,2499999.999984605,686214.8772468253,658818.6520084802,134458.56357326423,62599.11442386233,18342.35682915198,27141.992180211917,1013.2081927975797,3718.8308305293913,2747.1548949248668,1776.432939420187,436.92745320559743,986.6921841148966,0.005377539131102682,0.06347380783790273,0.016976476142409474,5.403143165848509e-07
89,-384.9705682440266,1545008.4643404924,696653.794530703,682023.1655019936,121999.98421966423,63251.162324767356,17996.52694403073,27363.69174108667,736.5446857088307,3112.2566909664693,2564.917176402364,456.3938036639281,393.67617965175845,953.889922746555,0.007648068634540411,0.07731323852394346,0.01533610543330012,4.095405837361502e-06
90,-345.5315964661372,2449873.437551698,715034.2754724241,686796.6277344554,120596.41122059997,64198.80044963692,18009.61563853881,27486.300349407236,1548.2422787744551,3386.7460837774215,2614.1412353284936,244.97209959558572,470.71191475435757,829.4013717794642,0.0034493048816318698,0.0736540645675734,0.012842201901586187,4.186920604997972e-06
91,-306.7579580205555,1061108.1845630163,747444.5656314733,700772.6424507506,118100.16780399346,62310.22608188972,17394.45871984376,27372.277157538032,2808.489866329933,3220.1777199535836,2568.992577251173,147.555330363091,324.0322516399715,858.7562552275124,0.06158272686372129,0.06671280974979421,0.012303628811007586,6.073988734323621e-06
92,-333.5304871784622,1300094.6975451503,737227.7647648988,724947.5101041216,117656.04622309128,60792.86402180787,17720.143452647666,28390.711351219627,726.4745987905281,3096.528668597793,2590.4677503264797,131.2630551918917,260.36058615851147,758.4254877973876,0.01893238103168174,0.07160836450065967,0.011336869188517427,5.343878390050842e-06
93,-378.04441234331443,1911501.5330204656,700738.6675674695,670829.5330298119,117657.34713810647,63272.50708650519,18228.86971719839,26857.924120114498,1775.0216850348427,3215.899539111889,2691.975346436956,96.26900926375902,449.48350433136596,1176.0117856853904,0.017118570905189517,0.0697475003355584,0.00730502719832602,5.598333151539977e-06
94,-432.4904161193542,2499999.999972179,730989.1098292117,709296.0541537307,132073.74393295313,62105.65167202226,17583.601828514515,27936.854523119702,1031.3938728400062,3462.4965578402084,2677.1524765111785,1332.137330699164,295.4287525939674,836.0105807764072,0.0024074110038175027,0.05776297328224386,0.018221832791483445,2.908795986503085e-06
95,-248.78411944424647,2193128.5102234297,699300.0507153439,678039.180504873,125290.47785831692,63232.065277939524,17630.7660959002,28858.97548440306,1017.3093143434932,3451.3524362193366,2729.4341496158013,572.9362982205366,382.83359933371463,889.8361516118995,0.008413810785994354,0.055178882970607156,0.014566769732762753,3.662954279162403e-06
96,-469.6636833282597,2499999.9999758247,721086.9011035779,691387.3699220818,132516.78688155147,67843.26939309495,17852.624655320484,27799.961827055453,1210.1802983338926,3700.8328945937456,2586.339855183614,1154.9071953225912,693.6098672730249,1285.0433644031648,0.0014394412736133493,0.06974974139777795,0.014408407114104509,2.0597336645809347e-06
97,-227.54199754373724,1719882.3783071388,713535.2134539393,685143.5190518592,117593.06325280902,59558.88893342728,17479.680326075577,27008.112525757424,1844.9570537825302,2799.3165985908145,2541.0197562159615,89.30071784409083,191.4204554487891,697.9805151632073,0.014761516752256247,0.06419107442058816,0.014373364094522409,6.177468296909527e-06
98,-285.2683785071067,2499999.9999490506,782288.8055855457,738216.1620078045,119032.85771288657,65208.9470320633,16736.97971103304,28318.454327070565,2524.4769172169636,3296.042292102779,2478.5428624864953,163.1418179104717,514.513632471686,1029.6400061064792,6.412769241455778e-05,0.08748957652777735,0.010532559139617164,5.57399781759658e-06
99,-365.81962246385126,1009376.8170695314,735548.3289028731,704681.9627394103,119669.80137523117,64651.70144467813,17842.270715735947,28527.32758942246,1622.5360908988162,3368.8943210825646,2666.7864813480787,181.16707979056105,529.8644835859503,1038.745726982141,0.04844647687568897,0.07861845925659267,0.009365545286088081,5.237460306850501e-06
