sample,ll,T_NDH,T_ND,T_AWN,T_CV,N_Anc,N_H,N_ND,N_Den,N_N,N_Alt,N_Chag,N_Vin,p_S_D,p_H_N,p_H_WN,m_ND
58,-355.1192074447511,735999.388032987,644378.2941942088,119213.58740842625,60734.87935026603,17418.89851776678,28062.136867049438,3806.6151583486585,3349.426948727654,2900.6484794777707,182.20744650946557,243.13654228223686,790.3105062190083,0.01357129972392626,0.05479421628076736,0.007338769049605957,2.8720213510813273e-06
59,-327.2086455834878,802103.9412637845,666542.0738371136,119070.35758401445,59122.63814036045,16522.480808461285,28388.868343760245,6586.946716960501,3323.9883203347517,2739.734472199001,188.71142438921882,167.2056577858243,686.827357262903,0.013319947377813746,0.05769455243970198,0.01052704064454242,4.3023459424498874e-06
60,-456.5025555044542,783693.6095716553,703340.9791551114,129598.41394180081,63227.21212350016,16563.89071896548,28775.188453539693,2963.7585568424274,3825.374213758612,2945.944792877704,840.0551613566902,324.1117485501294,812.8588617649133,0.0140517636862443,0.05574104406814479,0.012271592384157776,1.4666314715734733e-06
61,-273.6503942004523,790554.0887632183,752082.9004941749,127456.908846902,64725.97739925877,16537.71924512996,29897.269337756188,1781.5827936785595,3450.2627979648987,2914.616896167297,646.462869172655,445.62589439068046,955.6231353153701,0.02245808572517063,0.05372008030574699,0.010487921770982345,3.473100413543463e-06
62,-332.7222732358225,782084.3291247574,727977.2337835778,132573.22126777397,63778.4399480771,16759.798937334468,29620.209743538457,2331.068886938983,3489.8096076768775,2788.861570471145,1378.059703589812,356.15466518966304,1047.4622901665489,0.01657175408615465,0.0471173222743459,0.012869593713519376,2.8106598531371456e-06
63,-356.3080676154533,743017.0219892827,719390.074805544,138811.95096047703,65261.05835857112,17290.605473680418,29078.695112145302,862.6627051016912,3663.4112622543325,2862.794653616626,1979.860338594581,471.7796981074745,1206.6569308382448,0.011792110591894021,0.05293682621925433,0.013563605803435238,1.2271387927622822e-06
64,-192.0575062034534,786932.1266931745,756436.9577544298,122087.35106707545,63007.43862369724,16696.676717386443,29523.993855704863,1451.5330193845207,3529.2483901020855,2964.8714010016997,344.61065190326354,325.98026683716006,1031.0978400874876,0.018404231950961945,0.05706336768615876,0.004275677976626931,4.199210088120368e-06
65,-361.4827523364746,792445.0863035017,643038.228026415,117449.05391859825,60090.50491582665,16837.629532576047,29434.858767564616,7931.250064854124,2883.3272021001253,2539.629442268372,136.30026823109733,200.18743675064835,741.5583142239683,0.00455638221861837,0.06804031227946304,0.014628843576330177,4.936843633526151e-06
66,-375.53245119838124,756881.7531105357,645409.8880450487,129764.01892062194,61196.74738057147,17212.75077324362,27751.991352070578,4368.835931068263,3573.5375430979284,2913.9560744964583,895.4174853927547,256.64062010136723,869.2581265411081,0.01011095202780121,0.055233236441051305,0.010075625889302229,8.819022299487426e-07
67,-347.58001970753776,710452.6947343737,657297.8846019418,118554.43512124196,58299.43145315676,17937.65929552736,26928.377699276574,2630.8922464014336,3161.8296297659494,2743.96241005296,203.92089918880322,120.13941635691315,705.4132512452359,0.012946169269936999,0.05777389813255557,0.011034054668646705,4.271067309074522e-06
68,-367.89439280266333,790476.788608269,712184.4824719022,124722.37098913347,59313.59621339146,16820.543808346403,28286.102861146468,2835.9623935207605,3708.4679938107847,2922.149262570308,767.7908467635419,152.79152093748442,852.2993303271369,0.007314307289451757,0.0615192857051807,0.016739445277424884,1.000231712197675e-06
69,-355.4819124079671,750939.9372907055,652194.1656302505,125949.45989686003,65454.631727070104,17172.541720842622,27642.553574236772,3944.3370834911493,3595.5150347545955,2664.9359351533535,687.9755536578382,465.15088185810123,1000.9909699509349,0.011406726516491697,0.07460314958126692,0.013022962161314725,1.7228925481157298e-06
70,-389.4664779312737,702229.3003188468,651523.4168961528,134825.85920216172,64566.05388691429,18040.7716651459,27112.3083957671,1862.1735363915004,3638.029749720154,2921.494340318212,1571.0702217961225,452.0884482168274,891.0801109875943,0.010487974215657104,0.052413070011452206,0.015040262757092348,2.79280442297985e-07
71,-367.3998169196867,776487.6255227727,698772.577817824,122946.7999687143,61698.08908356874,16925.429415814786,27895.58019909815,5856.249042700735,2957.241537741206,2538.314162067577,385.7633160889842,296.0242575132983,873.651736526199,0.010560415235921604,0.05737263709259709,0.010406280631228428,6.97067385302016e-06
72,-420.3723528714342,746036.3451515033,720858.570962048,127007.0139871645,60113.09190671965,17737.640617799058,27927.659558438583,1266.8602612199927,3275.2169154841263,3086.715141817792,581.5470449891664,189.24150797414856,765.1402841490243,0.016573706006613644,0.03656442923976513,0.009254023186566544,4.445533613845972e-06
73,-349.2855510381777,756469.487726088,748019.5149219587,126065.49123348357,65281.647669599704,16851.5129867308,29775.690935802137,473.02607517400213,3009.844902549678,2772.2862773831694,597.3059450373984,394.1417938505989,924.9459381446915,0.016966782577698028,0.04006630802345246,0.013708074733853668,5.0516843259553465e-06
74,-339.3865234994349,731955.8263277913,665100.5418658559,130223.65560580124,61616.66624459601,17251.795025280007,28049.099224520327,2821.938405437486,3388.933087950671,2930.1380985156193,987.2488872707186,266.7117148323571,865.0592455117899,0.019046513610295784,0.04757698813829054,0.010708190120133753,2.5723686616800415e-06
75,-318.20823104680994,769210.253141407,728425.7243765522,128605.1201682184,63258.37860167751,16967.660936598033,28764.905217740175,1926.0590637646312,3483.897911535375,2877.4360371869625,768.0953076319834,365.8881702003782,1149.1891642925827,0.01280165697856548,0.04630417124666671,0.010510558268582756,3.328861667298943e-06
76,-386.039302187571,754062.1864754402,738549.5737124645,131543.19507088678,61847.02329335237,17209.91279170447,28512.096044443035,658.3559101447205,3581.9569599192496,2921.920629663791,1031.5374700819775,245.98211660599668,1041.502580118218,0.005105815584262506,0.050717048990738166,0.014331028871811303,2.278853662358373e-06
77,-331.18832945625155,751599.983152181,634159.6678136259,124537.53679425703,62007.306721543595,17243.550184567495,28496.11515161686,5246.482980930452,3237.927142965423,2645.4214560236233,674.8337209248905,331.1991851895371,760.7608700537385,0.012782138177405021,0.06063954645273554,0.013980482583066715,3.1121618659824384e-06
78,-335.0109956155376,786808.0839574698,735535.5327241371,124069.75428366977,61346.913797854526,16384.627256923173,29500.545950788965,2373.303179688008,3350.235204813534,2775.050139115512,479.86515380475424,261.3895871010881,951.7192682438803,0.00941796020155596,0.054322655749348074,0.011176431959443496,3.6081252514430893e-06
79,-376.62148766624875,768862.8215846075,743344.8855159811,123680.79655648122,63084.23505487915,16939.60809014605,28873.048533572226,1285.494847817052,3090.6892026470023,2652.1266914555586,401.3881461791939,393.25481843792517,908.6807421531399,0.01697705483455831,0.06423502048875619,0.012919829094327892,4.258029921663879e-06
80,-369.5331858983752,771216.0668981603,728464.0524531266,133994.70747348305,65486.70795830115,17083.033082869682,27701.52112559307,1411.3798839328313,3885.756063719351,2871.9285245360475,1147.2733775924285,411.96350213579393,842.1475148968951,0.008870038033211515,0.07633445750012266,0.010804923759782025,3.891753386731242e-07
81,-254.3124639718481,787362.0210658659,751441.4964816512,128617.78960106513,62510.052849075066,16675.371254215723,29445.864536895322,2060.058427388235,3284.2839078926518,2786.9181191918688,869.0302896762706,328.72838132869697,879.9456526840519,0.012723556262147133,0.04801046083998122,0.010635326707239741,4.5966324773783376e-06
82,-418.0305620231827,796618.098086582,749621.0798184566,124343.51828485687,61321.81812907645,16801.496685426264,29040.200538797635,2240.981029764752,3325.910025583447,2760.762859611839,644.9779524314698,291.5721271708474,980.0082969366149,0.009603454038074522,0.06593990990263536,0.00978641745787705,4.060281645014559e-06
83,-365.06250512211557,777456.4001794726,730101.1519784073,128554.07930810806,60661.020497964586,16904.07241563191,29610.41423952268,2172.5457571803345,3413.2901945889466,2818.116276886837,788.382323203355,235.79152284980623,966.1772639301723,0.01663517300617316,0.045402883739552626,0.012108880821838773,3.90970256306565e-06
84,-431.1654376258302,739412.676331984,645168.2558638074,122053.68455011181,59535.8645676873,17409.188185004838,26771.455523171942,5407.073833574523,3396.8546961300344,2796.603637256435,494.23822685815236,206.16069451063214,691.8771034790738,0.010258618758267802,0.039053032570805134,0.01316809463593597,4.989745497313861e-06
85,-312.4037062718521,781250.8843346573,651870.2749604345,118940.52763584522,61161.95651806769,16960.7691263791,29616.1869905753,6026.663090953692,3280.445802527466,2848.0457754507543,196.65127364854422,280.8234562307194,949.3943593940352,0.011375715267989086,0.059431722865638296,0.010660997528058375,3.5000228155775213e-06
86,-361.3314045013296,734947.3221261487,704631.893625835,121200.34052569586,64305.5287545297,17213.535667814045,28497.76605856176,1439.8980703103948,3171.2061280889457,2959.924458489346,289.98458550391484,370.01214976231574,803.3498232870551,0.017863225335664968,0.049596563949476445,0.007152868040137037,3.5095283093443796e-06
87,-333.12056881551996,759090.5302133394,744673.5848903595,119115.60414088097,62225.395796410405,17217.79038677227,28930.802961376485,749.8312813136353,3196.4124820034067,2557.205759022495,228.46194483735792,284.01425646189807,916.6992965195053,0.006020718335680109,0.06807909146476082,0.0140088886544728,4.801479589842931e-06
88,-300.45000661958943,704282.6607847108,701277.9062220994,132039.43474196456,63351.2194282005,17946.802324732715,27042.11180240408,100.00672599661773,3974.9164048899133,2905.744322609489,1312.2638510821844,327.1392210916892,762.4763572095029,0.007450001388841618,0.06579563072783128,0.012738587524466381,1.0236909460043322e-07
89,-294.1682024130681,747040.129463766,683449.2908440502,130260.38068135371,68124.18581105478,17267.886939521606,29115.118820807413,4467.662096533222,2881.3068959421194,2689.288679357657,1083.2055527463997,549.4843562744084,1211.658863593441,0.011637602464481547,0.030554300415917092,0.012291786909607647,6.103719279234756e-06
90,-302.8009545642119,720005.2723954105,675708.0466888981,123861.98776731423,61224.63249757016,17856.040542710318,27548.815807147694,2506.98019154881,3137.025795773636,2745.1495712069436,492.5542661323585,282.4590552273496,996.627636394284,0.01329395004366202,0.03334208137235046,0.012915509426881322,5.352840639740893e-06
91,-412.98085584333575,745497.9897919676,691959.1771104209,120135.57344298987,60426.80610267543,17139.018455138044,28044.197197819954,3149.6740597368916,2962.9297869916845,2698.568094161953,259.64690761153145,201.0584033161588,772.3713295813649,0.011468155028018644,0.052658062986932916,0.013158392121509146,5.449968180101438e-06
92,-422.703071604701,734821.2740647533,686448.488819862,135346.77373197424,63731.3810313145,17374.7107950706,28034.95642384561,1956.4833469080081,3405.3135064603507,2957.7559807396465,1187.5087522988742,304.67444886503733,891.9709359608975,0.016809679054406206,0.04166465436439755,0.01104781411468855,2.0392898194995624e-06
93,-287.85596436254673,773058.2119368826,711066.5723101879,121638.64049590119,61249.707849814324,17031.454482135014,28482.431855110695,2655.688133190608,3556.8263326567057,2866.6362400757525,362.7655852425881,314.2087135067608,901.906568717082,0.02144887466081611,0.0561490386502589,0.01180599524182116,3.456141027937753e-06
94,-312.68891017308715,770853.1844403121,633927.3057365929,131508.78658032787,62800.914000491815,17023.787634959328,29104.610006299652,4687.653773521571,3759.79198401235,3052.141312771243,1087.5136882301879,317.2702696150701,932.5381758688452,0.01619419402682795,0.06041843007446929,0.007838567955551963,6.425980501410471e-08
95,-379.3483714045277,765546.1521560571,659706.4138150573,125933.99541725844,61591.718925107634,17144.22736999628,30271.298282725194,4259.484285595373,3639.69622847366,2986.6895578662775,597.458658479903,274.4833151288009,862.8753492125181,0.010381346691545532,0.06002641336955014,0.006714654128317271,1.8873829931281203e-06
96,-333.20725810287144,777740.921627851,675991.033882765,119990.95160053975,60016.46015430789,17038.07802387997,28799.898989266057,4694.081218234656,3229.8769034627653,2762.7049991107137,215.37504367348248,203.13427064509906,855.3165285101678,0.012584097994382959,0.06389592309993576,0.011336748207710863,3.923741701774366e-06
97,-528.0000633562739,817526.6470508102,588152.7346929229,131569.87310484072,63478.40530482036,16401.21526993021,30524.01113311845,9383.615678770459,3127.099859026436,2779.4544816038765,1199.4078100729218,345.59799024865833,1104.280716651854,0.01745247224645898,0.043288824512670056,0.015064149737443725,2.5168183096773977e-06
98,-292.50529447652593,737940.0093319056,601977.7393536167,137363.13648014568,63830.922306998385,17192.656844816825,27730.88880148648,4949.263034798096,3556.1360801645033,2922.5552980743323,1160.181907731279,328.29961940392354,871.7039267661776,0.014511120012431997,0.046499810810082254,0.015303387073240927,1.0000000013454679e-08
99,-327.11842942282004,779602.4752055679,731299.4252980502,130879.05112020412,62629.52590741787,16729.632576173302,28333.814166469714,2017.204316549062,3356.0219330089835,2681.899793592878,1160.5326137425757,418.5195119116443,999.973370727754,0.005870417890616329,0.05971994016264414,0.010652825339379612,2.6905254044695825e-06
100,-326.820710385135,792239.1226325684,776204.0677244626,121176.08967072799,62708.417000504174,16692.548470278485,29183.696139515654,738.6486104945415,3764.0619763408004,2896.395360914185,342.43997498164146,316.2597110725262,1081.9233183667413,0.01756885361216749,0.06936297590365807,0.00588781900185619,3.6616450346443226e-06
101,-291.2266917349855,760113.9260643346,731817.8912921861,119007.15619014633,59329.02373614381,16875.089360206322,29031.16745204637,1827.9490787047807,3075.0197898384176,2701.0795904032743,176.40033939832847,165.77608434575492,706.8264876353534,0.011566247772932102,0.04951279738400768,0.010891024090638681,6.106837385663269e-06
102,-422.65153362106105,727686.6295620688,693505.4747856156,134744.09109691562,60014.506508485865,17562.37293399687,27777.93046238651,1287.4180778098716,3788.7155488254302,2966.2676530752497,1601.7996474665636,182.92746286987716,717.6744868346476,0.005113840860442636,0.05815791271310396,0.01462956295930902,4.464786284204995e-07
103,-327.8099778583581,782026.634873598,691246.6990964784,120702.87595602302,58995.066119876006,16501.81042539907,28866.30606975884,3492.011720761985,3237.0571632350243,2890.9134183344886,250.58629345633355,134.7499181580457,698.3023713960106,0.021570244758448334,0.06026319416904866,0.00994748229894306,3.074978395479298e-06
104,-387.2381505297474,745090.3713625576,736821.1731267318,128500.74226748866,66518.33047181879,17291.33550128816,28665.321111724115,397.3839342978369,3437.6874306100476,2709.5800851537765,712.0486524755183,515.8984166681302,942.6532754209655,0.006588220384232277,0.05769382063202346,0.011989410394086545,3.2078165950574515e-06
105,-248.81857895742888,761544.2834186887,670455.2488363193,126713.75132752067,59661.27249925784,16579.773956180125,28435.328289335772,4241.305373106356,3282.1689852396344,2847.677734406137,640.4961610065066,155.83708970622868,667.3481659355951,0.02333784037755076,0.03602948897115135,0.014144810993456622,4.067459981618327e-06
106,-393.90535448481234,734197.5277413126,616549.3713346594,129695.79794565578,60412.52110680568,17404.840269604505,29053.89522334776,4158.42295895244,3667.0089889453147,2986.6264952971724,1037.7812512501343,208.57268710693927,902.5595832648132,0.009829251156710586,0.050223819299860466,0.010797341718996923,1.0000000009477558e-08
107,-564.0072081995875,762840.9881229304,642703.0337043392,135617.89550688645,61515.43808982867,16903.32631691132,28632.199631701384,4164.0151400112645,3837.8200090163377,2930.4277698975243,1253.5309047072683,235.23312198690704,815.9458501491893,0.012222756823576302,0.06588309518086137,0.013572366325061265,1.0000000016011707e-08
108,-317.30433874010987,721615.4377728986,719438.2755647913,121843.54983429339,59638.85243760012,17654.060651477725,27971.769898963856,100.22443476731682,3371.9044933193964,2821.9224384830345,327.0404084408173,195.4103793002061,802.0662625701741,0.019060118257888555,0.05469965421108201,0.008445340260722555,4.265446093178949e-06
109,-289.84499611793046,797134.7996925559,656518.4605058281,142178.62447379122,63476.86923645458,17083.624948680786,28737.266509360546,4955.703204817924,3659.84022009223,2822.141813310014,2358.9141422331622,460.5608636260087,1175.527693955768,0.009368745848402329,0.05307908713930669,0.01771534763128187,2.0737842031849572e-07
110,-373.04766831685663,765154.4727404627,671061.0895128195,116720.91406988428,60200.57830594288,16769.772844789826,29130.005957106307,5382.412197947669,2815.807666934994,2740.0357358770875,60.176096572242415,218.48112594653355,1036.4347608749008,0.02185453393548371,0.054778276831096276,0.005602558195659675,6.037003330366424e-06
111,-332.8033536445209,744276.5140724359,678170.8736922573,130779.38025961266,65513.741830133804,17783.99085744745,28267.823239080517,2338.51172131525,3817.6054733737737,2934.7091294845386,996.3916488972707,471.90986140757167,1209.6323940185598,0.014483028110386938,0.06614911790444616,0.010867129915883502,8.775256257973717e-07
112,-364.9330065293328,732792.337998086,692148.6855808136,127525.9764176407,60969.343628657785,17548.20883202327,29293.063089521005,2113.184007830904,3277.0474572834087,2820.4758559162515,825.9458536236631,217.3096485238113,858.8058988296663,0.01753515520398931,0.041303676350480274,0.012473728069146619,4.352407280179874e-06
113,-292.2338229327179,744316.2962992545,736450.9217626726,126246.92715501846,59920.800011033905,17415.08127288885,26981.20025830958,323.86276527067173,3485.5875463603957,2631.275548897015,495.35616867159257,184.78542119351755,791.1037897409557,0.004678947998653575,0.07000434383191032,0.0156662828574542,3.1544543864159626e-06
114,-368.043917812415,730768.296679825,625788.2598142832,126830.0563757321,64049.36491528743,17845.032670363857,28028.460892520197,4245.503039451039,3392.273985520319,2800.7862424589407,762.4076965959067,421.19737434354727,884.5081605113518,0.0004716913109603587,0.06394863718834931,0.010962265533231812,1.4075743442123924e-06
115,-427.0433752013781,741324.8680953715,661639.9632551899,136320.21201187975,64097.55869739586,17558.86788262766,28459.731823178965,2691.885916309264,3834.206371442042,2889.048323105494,1392.7607650371242,392.73210243427275,1029.5079963437836,0.013940040563708875,0.0618694597972973,0.012720966429009219,1.0953019342756262e-07
116,-320.98741375452687,789334.5139809803,736314.6441853564,134043.08064281938,63134.08732011871,16521.52937918845,28573.10301702336,1813.1153829980058,3706.432697303677,2871.3178013808365,914.8891820446821,349.2077029785551,919.8600622807395,0.01469999573001273,0.06731634320199376,0.008981656138581987,1.30298056432091e-06
117,-361.4243503152927,796603.9678762576,780851.530709145,144611.87091522117,72399.55696354888,16412.5443517058,28984.44481982472,728.6992970409929,3351.1879594702573,2682.3200713756114,1264.30014434615,678.2670924405244,1469.3220770878465,0.006202413221240626,0.04572775053336879,0.009779095110685141,3.965204651058943e-06
118,-292.6809676880171,771500.8877280031,703981.1664243673,125608.11700496421,62587.219059385396,16660.474638342304,29087.395793051153,3016.0004884090904,3438.919523449408,2985.98505465695,540.9592715895811,352.3782295283907,868.7367571190504,0.014316586792124228,0.04253894739148026,0.010349093290546516,3.389194101899644e-06
119,-337.7538930904107,731754.5332300833,649683.1036141851,119377.6008032217,62359.996234848644,17613.40874357737,28548.617127779704,3397.6134856884905,3276.8537958240922,2713.306882038211,161.36810217373446,321.0582438700587,810.1357159688596,0.016313573715180444,0.06649519214776799,0.010706987248043313,3.2190987852354556e-06
120,-284.85817265224074,816827.2431051306,727268.4305889994,120822.33992742554,61040.863638687086,16287.07095339247,30422.26760005996,5088.965793901174,3032.7976508425,2742.1126784259923,329.0589794032949,250.7320263632592,848.7172837046745,0.01974617426858322,0.04468672846091058,0.012452705055489743,5.347807671582181e-06
121,-429.81798649149664,776857.0635902914,730085.572721187,120347.7106358972,60211.85036297582,17290.49240957193,28751.11265487911,2258.93517320459,3187.497448716846,2679.2053088397925,274.7537452415634,225.3200492649058,821.646383742549,0.005529661546610925,0.07111895980763833,0.011177367441666378,4.237784824328558e-06
122,-470.9938838458161,779255.5894615061,715158.9840442811,124052.89739290335,62778.37403934222,16860.71657472059,30632.208760165366,3163.584974996484,3217.678729402717,2892.86674988715,575.3618529432055,298.9399097496505,935.5341690777423,0.01974202813402369,0.03930256397946241,0.014444453418006143,4.2503464785298894e-06
123,-337.60844319702153,781552.7138961116,730337.5894491157,119849.11625074511,60764.30590805135,16450.08775190548,29238.807670034268,2735.257204679677,3163.935873075867,2782.9282607079267,256.7207666916019,223.6598152592555,759.2773065569402,0.01986937067726472,0.048157950072025946,0.012273134288888408,4.963092302888308e-06
124,-380.2099407004745,781331.9910361778,637118.9535048796,134234.08182835445,63176.52062096192,16882.649901346707,28224.219742587236,4739.486989479473,3665.7988937702903,2822.109842491077,1506.9903831093136,423.5546688077693,972.1987041570962,0.015779779580501894,0.06684574381220333,0.014149739827211849,1.8705040529353584e-07
125,-322.01850790516505,708956.011642814,680661.6527997389,140811.50495889428,70513.83688728104,18092.51331977964,26698.38945560787,1154.8136258369184,3726.895032201538,2635.110009005268,1563.500994590577,698.49336979714,1086.554287658517,0.0016722844728805943,0.07241537573520754,0.01603571724311585,1.1612218484138002e-06
126,-390.6963599051976,763479.5998074347,690446.8142872056,130963.8732476632,61885.35285480114,17430.393471061703,28752.9160000607,2512.5618961669943,3833.6178825758543,2941.3204862009584,1126.4322763977768,361.4812767030668,1096.556954010945,0.009132323177670171,0.05972923732814666,0.011713569754286137,1.0044713924896995e-06
127,-259.54140581347156,778228.7937002262,666557.6171259143,118330.50577490569,59000.68109799199,16910.51234096236,29071.59325455646,5549.274001761245,3178.837110159947,2691.801547709629,170.9541873010182,165.59033581014842,710.9452915879772,0.010184201763518287,0.06313732924275953,0.01188064844381257,4.446406976614417e-06
128,-331.41650339040814,791866.7269672168,745517.1650737087,116761.0287201328,59681.87516234771,16305.561980658757,28563.971606790074,2510.711270516533,3047.3563979792766,2676.3389171306144,81.43169089900442,209.79388511734126,701.0700470083859,0.008126881940115705,0.05985831082126688,0.012299940772911579,4.744805894773105e-06
129,-342.7148219898097,727661.5582966811,675349.0829805428,129376.05269923457,60153.50759355676,17642.623550064796,28396.06321042865,2048.609092161549,3583.068911814054,3116.386240022491,758.2426826867613,253.6296107981726,850.636623565025,0.022442718956133676,0.04350318856022957,0.010562245130926916,1.553739011517398e-06
130,-313.39744914463324,799449.6928802256,682401.0294133071,122970.66909378482,61749.81196374924,16588.333908377936,30788.55361836705,4663.185366591538,3341.828335841797,2669.403795820538,563.5123958958998,245.871974122204,864.0129738740882,0.019058271399856136,0.06515103332540793,0.014914754985891197,3.558610930150297e-06
131,-326.3438696767746,735931.847065338,673542.833981901,124596.12171000514,63686.80980860185,17329.04479098156,26994.24891237547,2979.1989550417074,3191.901036391231,2683.33600589851,469.5724200230833,494.0949195478431,1146.216874694416,0.01555084083875965,0.06387560572975454,0.010318916047958043,4.115259987536407e-06
132,-401.32481850403315,800995.5706025735,710836.9263782793,117281.90449817736,62756.20858714661,16544.354888390502,29642.430450077693,4808.519693624671,3199.812328694586,2602.7814600585657,99.04096970051695,351.5883389425222,861.2602385102965,0.015445438339617479,0.07151054735593386,0.009193238687263546,5.315885627315541e-06
133,-392.31559473296613,750060.1630418804,715502.908533335,136249.05283600936,65038.584467977416,17218.39729986017,27224.051842342447,1175.427640824427,3888.8243196747553,2921.8895147830644,1365.543385458656,392.97381216282633,944.1438149618276,0.011720905827057431,0.06446780414590585,0.011997353425396678,5.524807736301644e-07
134,-212.53278244450564,772014.9607329501,648965.7623436289,135586.53679042717,64427.03490231753,16462.709803818518,28989.717740101976,4254.883106612652,3813.115400870996,2897.444477532724,1446.7209213223525,401.72046105439074,964.2827667059307,0.012684534327269407,0.053456637271053965,0.012643571916159786,1.4869785192468238e-07
135,-352.5542346431115,724448.877182382,684360.7537269412,129122.68792133387,61680.990784662994,17930.39113981718,27256.356221720063,1614.7836551879689,3610.6154341960655,3098.852914414555,833.717326529283,260.5026283812252,918.1866907746725,0.008642235387228187,0.04549570605870394,0.01020576311701287,1.5984030136449818e-06
136,-221.85881867758235,765685.0461982436,643330.600065972,127289.94297782257,64377.80070134951,16841.8905929271,29233.8858098576,4537.343994672128,3365.748418526018,2965.250807016617,690.080584336529,418.2815224900982,866.1924005393445,0.013416896086510118,0.04314598418681781,0.011652347288332655,1.1087776060171774e-06
137,-350.68493079411223,753263.919449621,741573.8079146887,127123.3837219717,64848.829636009374,17508.606551743367,28821.1002140441,467.9207725265481,3795.2550559828715,2943.7392907227995,651.2425960343171,534.7127553145855,1047.6346175917338,0.009591709869123163,0.07249906465515607,0.005215069612685666,2.074627424765796e-06
138,-361.0906543660645,794034.3053313191,740973.02963499,120196.51383070054,59392.10453661584,16668.735983463495,28642.794087973383,3164.24557541494,3016.567469640307,2589.866294868627,245.2767316944223,171.1850397677193,688.537532910414,0.009243335486515979,0.05686446167281846,0.009260740459494113,5.815070680404366e-06
139,-349.4763765894495,763033.1529631477,744917.1453812986,120985.7601408062,61430.71461024929,17129.1209543749,28187.832803733556,945.7662728587775,3439.836776846593,2754.9806063741944,341.8533037228652,271.24051001498344,908.3766215364353,0.006884120190840744,0.06205286197538417,0.01107538667664704,4.264558653064439e-06
140,-418.97357875905755,774391.2011748767,692573.8393792611,137085.00556115745,65015.441443750286,16892.942799790384,28732.197197940135,2856.1618483673255,3835.2855365396917,2881.680631823162,1383.5434922739398,437.6010759859271,1059.4806490431085,0.013603818093650251,0.060077102233401514,0.014175772645987425,7.513432139562625e-07
141,-482.1306598862632,762380.8578028515,737801.9869516997,120846.9736270577,58826.700683346906,17308.444274331025,27037.268393026025,984.0280944994998,3780.4611767353076,3038.989634202303,253.42263730886026,182.46686083253806,749.3232398051883,0.012439223038466868,0.06411243118444547,0.00811033100677296,2.765921575824389e-06
142,-424.9218800861166,763413.789904662,733086.6609989923,129289.80349199753,66043.6794076226,16965.00513816844,27955.150773819576,1521.8136873978451,3537.387253122866,2854.4281224281485,787.6986947332483,487.48236988772385,1127.2832146007322,0.008057834111925422,0.04578605372152782,0.009389380693638932,3.888544583612575e-06
143,-412.0057460644391,746811.0572132955,714457.5438044465,122342.63518234612,61750.0547607285,17592.683962153253,28412.410264852904,1516.5494092094432,3375.8004206647665,2750.7961382396134,414.8551862484636,309.2915859421093,858.107646852027,0.016242051726178312,0.04950059740956858,0.0132627914649094,3.7240872365477626e-06
144,-329.1005972242372,779734.6782996107,715598.8968185505,128984.41894022764,62835.22038110244,17009.50045107266,29016.647390887436,3301.0455115467607,3431.8651813309225,2881.390247904152,752.4867032372813,293.78634900081687,942.1526833963418,0.005771542965819529,0.04555560533462568,0.010330313954077212,4.215234985092344e-06
145,-324.108923195541,746337.279795824,711375.5817403672,134847.50699298945,67564.31656302973,17263.043247070265,28390.23839834937,1210.6201975321492,3757.673956490514,2867.6433530015884,1464.347887338393,650.9346741966682,1266.4423626414634,0.013986086764518962,0.06180257290123671,0.008173588398491229,1.1258931785774805e-06
146,-371.55896127139323,759002.3112217162,722207.1202946714,133561.75642420677,64833.788053711076,16994.89482100576,27963.329667657086,1664.836667354087,3538.1787219374587,2689.5275592423013,834.5706820967143,469.36568645850946,901.2464185530845,0.012835111915528344,0.04747665096163123,0.015485522385242884,3.740311217986749e-06
147,-451.95991236321123,770841.3001823855,696836.3585959856,121980.08823815577,64033.7010233243,16924.99996836396,28145.374230501762,3193.9728651096048,3400.574976674538,2771.366756450629,391.273023495456,388.96909619563144,985.4507753747619,0.008186054151997304,0.07184040601834944,0.007181022426341856,2.8900466444892662e-06
148,-349.7391201833974,773348.2228867969,617372.5358474859,119973.67450357016,59921.60518031664,17331.842081340223,28628.367111323416,7876.246903670767,3286.822923902209,2722.4900806786454,206.1919783826116,179.11949966093061,780.6415871117032,0.011958671497890462,0.058276673218318115,0.01190666442254151,4.458593000636638e-06
149,-368.76550622278353,764167.937597938,737939.8052863973,127675.41571252182,61861.9620458522,17280.415085079923,28259.782343304774,1322.704670440556,3503.2648420432997,2679.358820251569,922.3084064450412,325.3338746655329,933.0065849688425,0.008803442174342155,0.05463849791264469,0.013174786323377626,4.651747545087792e-06
150,-401.34772883997556,782122.4137096392,683478.4488883426,117035.66264695436,58232.50114637802,17076.846763262685,28171.199979476474,5507.272442032999,3239.768059443573,2597.62848234426,81.26705045271731,125.75108518296925,844.007721918847,0.011048056298838831,0.06912065489632456,0.012926691234297065,5.407425702559262e-06
151,-343.3523173695642,782233.04868801,725305.8329065654,122090.25830640947,61614.38743895,16890.691937658044,28105.919406186746,2621.3483735675104,3380.4160671632903,2723.6827104999265,376.9528048354257,322.54541107409494,822.2031835399096,0.00488588787786439,0.07582341686754447,0.01084636705101947,3.6380680103136543e-06
