T_NDH,T_ND,T_H_N,T_AWN,T_CV,N_Anc,N_H,N_ND,N_Den,N_N,N_Alt,N_Chag,N_Vin,p_S_ND,p_S_D,p_H_N,p_H_WN,m_ND
778459.5736167022,773373.0866891956,225063.33889225675,129099.1738285098,61868.55242039399,15127.240539567867,29722.543043618756,182.3045800550841,3563.678731732608,2776.2220408697485,1153.7960235502344,301.2853005810618,852.7916680164049,0.03885294948016658,0.0056835157150212845,0.05772181912987349,0.014190348444000371,1.6922387715441922e-06
719918.440239274,630134.8917270114,197415.12551062036,120760.30609184148,59013.71366574453,16585.190860172104,27911.089588571933,3859.630963423684,3453.5633306531813,3042.9669890854343,242.05003110910138,183.35873606024452,877.3689949781498,0.013140190847110387,0.013655670940462019,0.034576431548579235,0.008874575649651882,2.356254023175468e-06
718254.4727465932,691175.7850681128,226861.92851484814,119410.3322477594,61048.27554627695,16503.107940440983,27601.196202848514,1175.8878021480689,3695.435758235351,2859.033222534316,328.03935858453764,288.3302460252529,914.2631972347658,0.007677764284325387,0.013928915769259705,0.05058062849316741,0.0109971612755734,2.5857433439322884e-06
762505.1391842632,714894.9340846741,255303.2308864084,124135.14156024375,60374.63271325367,15822.93202882692,28742.162678538356,1719.4303543192275,3809.4483497101955,2996.054337472951,647.3413737333614,201.65822452411084,753.3427328088356,0.019854242310008093,0.01197031092031476,0.06348169847229918,0.013419935962463322,1.4769428344231177e-06
811372.1984697345,807852.0097400069,353972.52448322385,130204.45746185644,62891.04874842935,15461.12587626682,29366.172521602704,180.6032821880313,3344.256977149622,2969.387399528751,1146.9039480810836,334.35561478531645,925.4401339998058,0.00041636674008546225,0.011877714524891442,0.08141670064465326,0.012269983527695413,4.274488347814498e-06
817535.9667708335,720408.4811049615,220837.8855837316,120940.10727232991,59824.957012685656,15207.47888213378,30150.244661476052,6963.7952866527685,3112.971978244966,2772.933098804493,291.37279726107005,181.98895910565062,779.3448100835896,0.01574559902929305,0.005074456041536916,0.03434059826735008,0.01243063852339178,5.806174633348816e-06
809408.4277799004,765541.5861725599,234858.93736147284,117642.72760731363,58720.54694447669,15265.70256235369,28687.75829965856,2228.9446338516573,3614.9897331410725,2573.707714989716,156.8186612272585,136.831832986401,874.1594524748288,1.000000279542807e-06,0.012725216745220579,0.0627428053198854,0.01926726519428874,4.192501089362058e-06
808575.1990744278,789391.9128294493,368183.4577640628,125271.68226070539,59389.13963942535,15110.66544476769,30422.219374132277,758.5986376731908,3674.377782903693,3015.872239488774,652.9256078705666,143.33575322221986,737.6601534594806,0.016504210753061563,0.005449260865380016,0.10358036549924006,0.01348276392454103,2.9095185175185256e-06
682727.0983717308,655168.0059484214,283635.6436382004,121148.60669803401,57290.427986732626,16763.89166706011,26814.290017462947,1092.023339831185,3357.6492178354615,2829.9071947198795,303.7249932725855,69.28489597378233,687.9826280404121,0.02251826733399149,0.007476186090797313,0.08960087135251622,0.014911328549029566,2.480063001249057e-06
778297.9094858078,761106.0290429284,363942.3031394857,122338.41466524002,61244.95383880603,15776.07244843724,28195.48211793074,806.3651270721133,3290.2567282921427,2832.9020358498765,391.0259684666632,246.79615935696447,784.3403199942339,0.00773795789306239,0.005678808901772151,0.11984823998060762,0.010895486196598045,4.651925650894149e-06
871241.4800355516,821075.8934790434,475443.90767821943,124090.57266149507,59761.80383248261,14401.831535817213,30328.557013909987,2688.2024418492383,3010.5525426412396,2889.5650477880104,570.2851095313371,206.00000481200095,810.1262716922557,1.0000005096052245e-06,0.005259108481169419,0.14952802923332967,0.014612116332400657,5.849140699096555e-06
849362.2978586958,836653.5755086155,413819.79395639454,125605.3169483583,59657.846032040674,15061.24035661461,31186.42610313934,610.2521840352731,3301.715036842987,3073.7567491674085,617.3911735801267,191.15774979135176,730.4739286223846,1.0444570141908575e-06,0.0039862744953858215,0.12154167418132153,0.011426617321446711,4.68311965993839e-06
809784.3914127751,788113.3043594593,434376.9713687621,123640.08923134903,60632.328668418726,14781.511234869338,30288.593695179312,1280.2128859273496,3013.2874111560136,2852.021790947127,534.6839267992824,219.21645355983298,661.1484571785131,0.021344152696000793,0.004833937746311735,0.10855838488934848,0.01589770395155251,5.983362156286177e-06
