ll,T_NDH,T_ND,T_AltWN,T_ChaVin,N_Anc,N_Yor,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,m_AD,T_pHN,p_HN
-252.4493898305023,715263.4086844121,697827.378929381,121967.14404660952,87516.17919785058,16914.217187132108,25730.09351160579,668.6658948515023,3541.7616899803647,2558.3773933908947,352.35185275544126,278.35246050719985,1388.4789042654595,2.215605038655472e-05,242750.45475922883,0.1139792373480484
-283.12209505892184,688144.383698309,673075.4819887724,125047.35774664118,86611.26482150126,17297.311142054383,25475.77512511387,639.4699845350007,3567.466865990869,2920.312724925197,482.5753833667946,268.76930564727445,1412.7253188950544,2.348564974206422e-05,270870.31896366674,0.0866874590712685
-268.5943038618571,676678.1341050168,660109.4569435385,120121.96055954136,84141.87995168513,17540.58035287232,25682.38157268958,683.3048715808721,3472.392031246506,2716.133671441018,295.4312375349317,161.08995808439468,1240.9481176484494,2.963044104139532e-05,227165.74036342607,0.0857192944973262
-214.27363800438155,719410.2742050976,702830.6316756377,121122.14543884424,86183.68586960046,17082.34457693723,26175.280599513266,663.1200941168348,3649.863012555412,2721.000035485439,322.49602119677525,243.10489671200085,1391.7136678411885,2.1768812430995937e-05,219824.46435862675,0.0801741460669206
-190.90948969059423,767562.2760124716,751024.200951908,128231.85129192368,87249.56451751365,16242.401379671628,26363.848487316267,638.2882546846677,3856.856105304322,2802.5692420531477,594.6257061281224,311.62860005195466,1418.650057629479,1.2994422525303953e-05,222113.97471281703,0.0806615147182412
-240.2398188253701,708927.285485847,692925.7632478529,122145.0081884053,87727.05309783152,17298.609786959543,25593.53571507293,643.5022704034938,3636.9918085963513,2686.041929675435,448.243811960244,330.68555701235283,1598.5055838444907,2.68189674062063e-05,206908.71968689197,0.0741128707530277
-190.67050595472253,780323.8529182815,762150.5604479484,124062.28105393624,88146.69377460798,15692.266420639013,26496.2012358877,660.6822274607041,3752.499334809643,2690.45262781387,423.26412464921873,316.5478034972705,1405.2460218849562,1.6956928753333817e-05,227371.19447011,0.0935566529743934
-207.18493435023296,761523.0189052414,747990.340893764,120513.52271933848,91582.56422593584,16339.572526789489,27546.897825463337,526.0213643459015,3612.860154617698,2612.875010858307,284.3005490067721,454.99116603541097,1578.4038756017885,3.231509803121145e-05,238223.4843029829,0.0963646402670989
-234.4869330131469,730179.0271018643,714519.8108898621,127166.21881638165,87568.0712623139,16721.47134582306,26405.58110328444,618.361506222775,3558.854178279464,2616.16198030831,510.68594862451073,379.5623675846835,1386.074636780505,1.50784815142103e-05,218496.53134996563,0.0845955879601266
-204.5141374350723,758422.3636704161,743666.3544953675,122682.82621681552,87455.44254617958,16227.714579591771,27384.96953915944,591.3327796240384,3500.331711694364,2864.408547996672,387.2439702206215,331.5090623451916,1494.4025827837656,2.7344139742629585e-05,228551.13332970635,0.0795925487371725
