ll,T_NDH,T_ND,T_AltWN,T_ChaVin,N_Anc,N_Yor,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,m_AD,T_pHN,p_HN
-157.99930437705376,733909.9077638587,711606.8030114237,118143.17050972852,84753.65352988288,16627.990833089403,26580.681944395164,855.8523971597386,3476.812281930536,2682.688109778758,203.54514026975377,221.77483502176807,1432.161602306712,3.983414153927432e-05,247226.9111736329,0.1073139841008047
-168.9301223549615,713704.5595983068,691415.2746932218,121368.92431761471,84922.04519936323,17207.37462805039,26638.577164125894,874.4867452673203,3567.5680253437035,2739.502186151981,350.064633604761,214.75573961933168,1391.5836003604134,2.0820814132426805e-05,234589.78131071388,0.0936729983359344
-236.77479727597373,735313.8553443506,711407.1644155603,121427.22428576006,86132.04507677515,16759.110325313974,26115.710685057315,923.7356588698552,3738.6914477682185,2767.286819950208,295.67856533759914,287.6643705561782,1875.0748927036864,3.362079878347821e-05,246886.6887360736,0.0934966488623948
-128.60978290215454,733868.5383295959,709672.5863094791,117214.09030139982,86499.22560082104,16735.262818161726,26547.212484052605,870.182002569436,3465.054888155664,2793.782318187664,252.138141675369,329.2131572038998,1513.1686685787754,3.845206967431794e-05,260974.0720408573,0.1001654322426085
-210.0179979794748,690750.34471443,671029.3652234403,119268.56908222602,86241.65337734582,17524.451477302617,25788.236516981997,815.1303063567995,3561.2719560092582,2813.5035741167976,318.0491308230346,246.31123430104824,1253.243674724368,2.422289953364196e-05,230040.1635374928,0.0805756446194948
-167.38624308460345,707351.4507212259,682926.1671707253,118892.70724188349,85311.63012571965,17308.45953583188,26072.964649321755,916.5182041985724,3480.9581882201605,2734.0906857842338,255.4329269110379,215.1765248463457,1303.985175945826,3.013207789079681e-05,251199.9378282811,0.103100666804632
-195.48468196265785,720958.2855058836,696547.2266362052,117681.4796595738,83956.28651736221,16772.410771407904,25322.650652803637,915.0459574667694,3503.8891042100227,2647.4040078144185,177.3687731614863,153.28104380473397,1376.8409683243467,4.719302139899424e-05,259204.94048475465,0.1233341718947033
-166.36847917284211,724973.3459656072,701579.0905719093,120648.21147642848,85726.25736560715,16562.441031119422,26196.201853191516,870.4926210931769,3702.090459780167,2685.1791474085485,324.8599807756452,336.87093481949336,1436.242267217351,3.0080849910172625e-05,252935.7299828766,0.1050147203248606
-179.92893117200603,716876.4277602815,695966.4166264592,121090.33911784989,83766.2893079598,17313.05531160622,26062.68953316768,793.9884602810629,3602.571832216534,2803.0420444916926,330.9407102870169,166.67349714415437,1434.6772938183617,1.8223450251347357e-05,238214.67673753665,0.092035395924373
-134.0513511654749,718935.340876837,696039.819692132,123214.91978702405,89870.09841847893,17090.534566099745,25541.29678499125,901.8253801094364,3425.671981187923,2802.816076386373,370.4215407302693,465.1685046880905,1513.566405579661,2.962952444685684e-05,267080.08428559033,0.1054600365196803
